week_year,city,kitchen,brand_name,orders,gmv_nac
2026-08-17,Bogotá,69 ARRECIFE,SAN JERÓNIMO TURBO,10,368000
2026-08-17,Cali,22 SANTA MONICA,BRUNCH & MUNCH TURBO,10,438300
2026-08-17,Barranquilla,32 BARRANQUILLA,Ñamgucheria Turbo,10,458900
2026-08-17,Bogotá,65 CALLE 109,The Egg Spot Turbo,9,539500
2026-08-17,Cali,22 SANTA MONICA,Desayunos de la Abuela Turbo,9,355000
2026-08-17,Barranquilla,32 BARRANQUILLA,Desayunos mi Tierrita Turbo,9,580900
2026-08-17,Cartagena,33 CARTAGENA,House of Salads Turbo,9,363800
2026-08-17,Barranquilla,32 BARRANQUILLA,Frost By Oreo Turbo,9,219200
2026-08-17,Cali,46 INGENIO,BRUNCH & MUNCH TURBO,9,405600
2026-08-17,Bogotá,02 PARQUE 93,Doritos Locos By Dorito Turbo,9,334400
2026-08-17,Bogotá,71 CEDRITOS,El Calentao Turbo,9,420700
2026-08-17,Bogotá,03 CHAPINERO,Almuerzos de la Casa Turbo,8,240700
2026-08-17,Medellín,12 LAURELES,Alba Vegetarian Turbo,8,307000
2026-08-17,Cali,46 INGENIO,Cinnabon Turbo,8,193300
2026-08-17,Bucaramanga,42 CABECERA,El Ejecutivo Turbo,8,378800
2026-08-17,Bogotá,03 CHAPINERO,Desayunos mi Tierrita Turbo,8,455900
2026-08-17,Bucaramanga,42 CABECERA,Monteverde Turbo,8,270700
2026-08-17,Barranquilla,32 BARRANQUILLA,El Ejecutivo Turbo,8,210000
2026-08-17,Medellín,11 MANILA,El Jefe Turbo,8,398300
2026-08-17,Bogotá,03 CHAPINERO,Señor Burrito Turbo,8,421000
2026-08-17,Bogotá,71 CEDRITOS,The Breakfast Club Turbo,8,455400
2026-08-17,Bogotá,01 USAQUEN,Almuerzos de la Casa Turbo,7,329100
2026-08-17,Bogotá,36 VILLA DEL PRADO,Desgranados & Co Turbo,7,401500
2026-08-17,Medellín,11 MANILA,House of Salads Turbo,7,378100
2026-08-17,Medellín,12 LAURELES,Señor Burrito Turbo,7,330500
2026-08-17,Bogotá,38 KENNEDY,La Casa Mexicana Turbo,7,399900
2026-08-17,Barranquilla,32 BARRANQUILLA,Almuerzos de la Casa Turbo,7,214900
2026-08-17,Barranquilla,32 BARRANQUILLA,El Jefe Turbo,7,380500
2026-08-17,Bogotá,36 VILLA DEL PRADO,The Breakfast Club Turbo,7,555100
2026-08-17,Bogotá,02 PARQUE 93,Desgranados & Co Turbo,7,282400
2026-08-17,Bogotá,06 COLINA,Green House Turbo,7,408700
2026-08-17,Cali,46 INGENIO,Almuerzos de la Casa Turbo,7,204000
2026-08-17,Bogotá,65 CALLE 109,La Casa Mexicana Turbo,7,511600
2026-08-17,Bucaramanga,42 CABECERA,Desayunos de la Abuela Turbo,7,483800
2026-08-17,Bogotá,03 CHAPINERO,Monteverde Turbo,7,235900
2026-08-17,Bogotá,06 COLINA,Casa Árabe Turbo,7,371400
2026-08-17,Cali,24 SAN FERNANDO,Cinnabon Turbo,7,169400
2026-08-17,Barranquilla,32 BARRANQUILLA,SAN JERÓNIMO TURBO,7,287500
2026-08-17,Bogotá,02 PARQUE 93,Alba Vegetarian Turbo,6,188900
2026-08-17,Cartagena,33 CARTAGENA,SAN JERÓNIMO TURBO,6,184000
2026-08-17,Medellín,12 LAURELES,Desgranados & Co Turbo,6,307200
2026-08-17,Bucaramanga,42 CABECERA,Almuerzos de la Casa Turbo,6,210000
2026-08-17,Bucaramanga,42 CABECERA,SAN JERÓNIMO TURBO,6,287500
2026-08-17,Bogotá,01 USAQUEN,Desgranados & Co Turbo,6,306300
2026-08-17,Bogotá,02 PARQUE 93,Foodology Court Turbo,6,206100
2026-08-17,Barranquilla,32 BARRANQUILLA,Alba Vegetarian Turbo,6,226700
2026-08-17,Medellín,11 MANILA,Señor Burrito Turbo,6,214200
2026-08-17,Bogotá,08 ANDES,Señor Burrito Turbo,6,575400
2026-08-17,Bogotá,03 CHAPINERO,The Egg Spot Turbo,6,272800
2026-08-17,Bogotá,38 KENNEDY,El Jefe Turbo,6,249000
2026-08-17,Bogotá,69 ARRECIFE,Acpm Corrientazo Turbo,6,144000
2026-08-17,Cali,24 SAN FERNANDO,Mr Beast Burger Turbo,6,230900
2026-08-17,Cali,24 SAN FERNANDO,Almuerzos de la Casa Turbo,6,232900
2026-08-17,Bucaramanga,42 CABECERA,The Egg Spot Turbo,5,282300
2026-08-17,Bogotá,69 ARRECIFE,Numa Cocina Mediterranea - Turbo,5,229000
2026-08-17,Bucaramanga,42 CABECERA,El Jefe Turbo,5,221700
2026-08-17,Bogotá,69 ARRECIFE,House of Salads Turbo,5,165500
2026-08-17,Bogotá,36 VILLA DEL PRADO,House of Salads Turbo,5,156400
2026-08-17,Medellín,12 LAURELES,The Egg Spot Turbo,5,158100
2026-08-17,Bogotá,65 CALLE 109,Pret Sandwich Bistro Turbo,5,231700
2026-08-17,Bogotá,08 ANDES,Foodology Court Turbo,5,165400
2026-08-17,Barranquilla,32 BARRANQUILLA,Pret Sandwich Bistro Turbo,5,246600
2026-08-17,Bucaramanga,42 CABECERA,Alba Vegetarian Turbo,5,189900
2026-08-17,Cali,46 INGENIO,Desayunos de la Abuela Turbo,5,189100
2026-08-17,Medellín,11 MANILA,Alba Vegetarian Turbo,5,152100
2026-08-17,Bogotá,65 CALLE 109,Selvatiko Turbo,5,202800
2026-08-17,Bogotá,36 VILLA DEL PRADO,SAN JERÓNIMO TURBO,5,241500
2026-08-17,Medellín,12 LAURELES,Acpm Corrientazo Turbo,5,152100
2026-08-17,Medellín,11 MANILA,House Of Burgers Turbo,5,257400
2026-08-17,Bogotá,03 CHAPINERO,Desgranados & Co Turbo,5,181600
2026-08-17,Bogotá,06 COLINA,Vicio Turbo,5,259800
2026-08-17,Bogotá,71 CEDRITOS,Frost By Oreo Turbo,5,155000
2026-08-17,Bogotá,02 PARQUE 93,Señor Burrito Turbo,5,211400
2026-08-17,Bogotá,06 COLINA,The Egg Spot Turbo,5,199200
2026-08-17,Bogotá,71 CEDRITOS,Desgranados & Co Turbo,5,268700
2026-08-17,Bogotá,06 COLINA,Frost By Oreo Turbo,5,116300
2026-08-17,Bogotá,65 CALLE 109,Almuerzos de la Casa Turbo,5,122400
2026-08-17,Medellín,12 LAURELES,El Jefe Turbo,5,338600
2026-08-17,Bucaramanga,42 CABECERA,Bottaniko Turbo,5,198700
2026-08-17,Bogotá,50 CHICO,Ñamgucheria Turbo,5,470600
2026-08-17,Medellín,11 MANILA,El Ejecutivo Turbo,5,163800
2026-08-17,Bogotá,36 VILLA DEL PRADO,El Ejecutivo Turbo,5,278500
2026-08-17,Cali,22 SANTA MONICA,Green House Turbo,5,182900
2026-08-17,Bogotá,03 CHAPINERO,Cacerola Turbo,5,336900
2026-08-17,Bogotá,69 ARRECIFE,Señor Burrito Turbo,5,182900
2026-08-17,Barranquilla,32 BARRANQUILLA,Foodology Court Turbo,5,191300
2026-08-17,Cali,46 INGENIO,Señor Burrito Turbo,5,250700
2026-08-17,Bogotá,69 ARRECIFE,La Casa Mexicana Turbo,5,217500
2026-08-17,Barranquilla,32 BARRANQUILLA,Señor Burrito Turbo,5,114600
2026-08-17,Bogotá,36 VILLA DEL PRADO,Frost By Oreo Turbo,4,161100
2026-08-17,Barranquilla,32 BARRANQUILLA,La Casa Mexicana Turbo,4,176900
2026-08-17,Bogotá,01 USAQUEN,House of Salads Turbo,4,174500
2026-08-17,Medellín,11 MANILA,Desgranados & Co Turbo,4,224000
2026-08-17,Bogotá,01 USAQUEN,Señor Burrito Turbo,4,144600
2026-08-17,Bogotá,03 CHAPINERO,Vicio Turbo,4,114500
2026-08-17,Bogotá,71 CEDRITOS,House of Salads Turbo,4,197500
2026-08-17,Bogotá,38 KENNEDY,Frost By Oreo Turbo,4,132200
2026-08-17,Bogotá,08 ANDES,Almuerzos de la Casa Turbo,4,157700
2026-08-17,Bogotá,06 COLINA,Señor Burrito Turbo,4,195800
2026-08-17,Cali,46 INGENIO,Desgranados & Co Turbo,4,184000
2026-08-17,Cali,46 INGENIO,Monteverde Turbo,4,157300
2026-08-17,Bogotá,08 ANDES,Doritos Locos By Dorito Turbo,4,176500
2026-08-17,Medellín,12 LAURELES,SAN JERÓNIMO TURBO,4,172500
2026-08-17,Bogotá,08 ANDES,Casa Árabe Turbo,4,132500
2026-08-17,Bogotá,08 ANDES,Monteverde Turbo,4,162400
2026-08-17,Bogotá,36 VILLA DEL PRADO,Acpm Corrientazo Turbo,4,184200
2026-08-17,Medellín,12 LAURELES,Bottaniko Turbo,4,280500
2026-08-17,Bogotá,38 KENNEDY,SAN JERÓNIMO TURBO,4,207000
2026-08-17,Bogotá,36 VILLA DEL PRADO,House Of Burgers Turbo,4,274900
2026-08-17,Bogotá,01 USAQUEN,Monteverde Turbo,4,152900
2026-08-17,Bogotá,02 PARQUE 93,House of Salads Turbo,4,248600
2026-08-17,Bogotá,02 PARQUE 93,Monteverde Turbo,4,136600
2026-08-17,Cali,22 SANTA MONICA,Burritos & Co Turbo,4,165600
2026-08-17,Bogotá,08 ANDES,Acpm Corrientazo Turbo,4,125900
2026-08-17,Bogotá,38 KENNEDY,The Breakfast Club Turbo,4,251700
2026-08-17,Bogotá,65 CALLE 109,Bottaniko Turbo,4,126200
2026-08-17,Bogotá,08 ANDES,Desgranados & Co Turbo,4,223800
2026-08-17,Bogotá,38 KENNEDY,Ñamgucheria Turbo,4,124400
2026-08-17,Medellín,12 LAURELES,La Cuadra Desayunos Turbo,4,139600
2026-08-17,Bucaramanga,42 CABECERA,Frost By Oreo Turbo,4,64600
2026-08-17,Cali,24 SAN FERNANDO,Monteverde Turbo,4,138200
2026-08-17,Bogotá,03 CHAPINERO,Foodology Court Turbo,4,151600
2026-08-17,Bogotá,02 PARQUE 93,Frost By Oreo Turbo,4,152800
2026-08-17,Bogotá,03 CHAPINERO,Selvatiko Turbo,4,192000
2026-08-17,Cali,24 SAN FERNANDO,Señor Burrito Turbo,3,99500
2026-08-17,Bogotá,03 CHAPINERO,Pret Sandwich Bistro Turbo,3,152000
2026-08-17,Bogotá,01 USAQUEN,La Casa Mexicana Turbo,3,123500
2026-08-17,Medellín,12 LAURELES,Foodology Court Turbo,3,82600
2026-08-17,Medellín,12 LAURELES,Burrito Cantina Turbo,3,126700
2026-08-17,Bogotá,08 ANDES,Alba Vegetarian Turbo,3,90700
2026-08-17,Bogotá,69 ARRECIFE,Local Cocina Consciente turbo,3,116200
2026-08-17,Bogotá,65 CALLE 109,Alba Vegetarian Turbo,3,131500
2026-08-17,Bogotá,71 CEDRITOS,Pret Sandwich Bistro Turbo,3,111400
2026-08-17,Bogotá,71 CEDRITOS,Alba Vegetarian Turbo,3,54700
2026-08-17,Bogotá,02 PARQUE 93,Pret Sandwich Bistro Turbo,3,166800
2026-08-17,Bogotá,08 ANDES,Numa Cocina Mediterranea - Turbo,3,160700
2026-08-17,Barranquilla,32 BARRANQUILLA,Acpm Corrientazo Turbo,3,103500
2026-08-17,Bogotá,06 COLINA,Pret Sandwich Bistro Turbo,3,254000
2026-08-17,Bogotá,50 CHICO,Desayunos mi Tierrita Turbo,3,124600
2026-08-17,Bogotá,01 USAQUEN,Doritos Locos By Dorito Turbo,3,144500
2026-08-17,Bogotá,08 ANDES,La Casa Mexicana Turbo,3,200800
2026-08-17,Medellín,12 LAURELES,Frost By Oreo Turbo,3,101200
2026-08-17,Bogotá,69 ARRECIFE,Pret Sandwich Bistro Turbo,3,167500
2026-08-17,Bogotá,69 ARRECIFE,Alba Vegetarian Turbo,3,164700
2026-08-17,Bogotá,50 CHICO,The Egg Spot Turbo,3,124200
2026-08-17,Bogotá,03 CHAPINERO,House Of Burgers Turbo,3,148500
2026-08-17,Medellín,11 MANILA,Foodology Court Turbo,3,173300
2026-08-17,Cali,22 SANTA MONICA,Señor Burrito Turbo,3,148100
2026-08-17,Barranquilla,32 BARRANQUILLA,Selvatiko Turbo,3,89200
2026-08-17,Bogotá,69 ARRECIFE,Monteverde Turbo,3,163900
2026-08-17,Bogotá,36 VILLA DEL PRADO,Pret Sandwich Bistro Turbo,3,110600
2026-08-17,Bogotá,03 CHAPINERO,House of Salads Turbo,3,96700
2026-08-17,Barranquilla,32 BARRANQUILLA,Burrito Cantina Turbo,3,200200
2026-08-17,Cartagena,33 CARTAGENA,Monteverde Turbo,3,79200
2026-08-17,Bogotá,03 CHAPINERO,Numa Cocina Mediterranea - Turbo,3,160100
2026-08-17,Bogotá,65 CALLE 109,Desgranados & Co Turbo,3,160700
2026-08-17,Medellín,12 LAURELES,House Of Burgers Turbo,3,183100
2026-08-17,Cali,46 INGENIO,Ñamgucheria Turbo,3,193700
2026-08-17,Bogotá,03 CHAPINERO,Doritos Locos By Dorito Turbo,3,155500
2026-08-17,Medellín,12 LAURELES,Cacerola Turbo,3,130300
2026-08-17,Barranquilla,32 BARRANQUILLA,Bottaniko Turbo,3,154600
2026-08-17,Bogotá,65 CALLE 109,Frost By Oreo Turbo,3,112000
2026-08-17,Medellín,11 MANILA,La Casa Mexicana Turbo,3,161800
2026-08-17,Bogotá,71 CEDRITOS,Numa Cocina Mediterranea - Turbo,3,135600
2026-08-17,Medellín,12 LAURELES,El Ejecutivo Turbo,3,124300
2026-08-17,Bogotá,36 VILLA DEL PRADO,Alba Vegetarian Turbo,3,90400
2026-08-17,Bogotá,01 USAQUEN,El Jefe Turbo,3,120600
2026-08-17,Cartagena,33 CARTAGENA,Bottaniko Turbo,3,128900
2026-08-17,Barranquilla,32 BARRANQUILLA,Desgranados & Co Turbo,3,95200
2026-08-17,Cali,24 SAN FERNANDO,Desgranados & Co Turbo,3,113700
2026-08-17,Bogotá,03 CHAPINERO,El Jefe Turbo,3,148700
2026-08-17,Bogotá,38 KENNEDY,Desayunos de la Abuela Turbo,3,133900
2026-08-17,Bogotá,08 ANDES,Pret Sandwich Bistro Turbo,3,155000
2026-08-17,Bogotá,38 KENNEDY,Monteverde Turbo,3,166700
2026-08-17,Bucaramanga,42 CABECERA,Foodology Court Turbo,3,99400
2026-08-17,Bogotá,03 CHAPINERO,Bottaniko Turbo,3,102800
2026-08-17,Cali,24 SAN FERNANDO,BRUNCH & MUNCH TURBO,3,124200
2026-08-17,Medellín,11 MANILA,Acpm Corrientazo Turbo,3,86800
2026-08-17,Bogotá,71 CEDRITOS,Monteverde Turbo,3,145400
2026-08-17,Medellín,11 MANILA,Pret Sandwich Bistro Turbo,3,166300
2026-08-17,Bogotá,01 USAQUEN,Desayunos mi Tierrita Turbo,3,124200
2026-08-17,Cali,24 SAN FERNANDO,Ñamgucheria Turbo,3,203800
2026-08-17,Bucaramanga,42 CABECERA,Señor Burrito Turbo,3,91100
2026-08-17,Bogotá,71 CEDRITOS,La Cuadra Desayunos Turbo,3,200500
2026-08-17,Medellín,12 LAURELES,Almuerzos de la Casa Turbo,2,58700
2026-08-17,Bogotá,71 CEDRITOS,Burrito Cantina Turbo,2,70500
2026-08-17,Bogotá,65 CALLE 109,Acpm Corrientazo Turbo,2,72700
2026-08-17,Bogotá,36 VILLA DEL PRADO,Cacerola Turbo,2,176500
2026-08-17,Bogotá,01 USAQUEN,Casa Árabe Turbo,2,103200
2026-08-17,Cali,46 INGENIO,House of Salads Turbo,2,73300
2026-08-17,Bucaramanga,42 CABECERA,Desayunos mi Tierrita Turbo,2,61800
2026-08-17,Cali,24 SAN FERNANDO,El Ejecutivo Turbo,2,47800
2026-08-17,Medellín,11 MANILA,Bottaniko Turbo,2,167500
2026-08-17,Bogotá,69 ARRECIFE,Frost By Oreo Turbo,2,119100
2026-08-17,Bogotá,01 USAQUEN,The Egg Spot Turbo,2,68900
2026-08-17,Bogotá,71 CEDRITOS,Casa Árabe Turbo,2,51800
2026-08-17,Cartagena,33 CARTAGENA,Pret Sandwich Bistro Turbo,2,226400
2026-08-17,Medellín,11 MANILA,Cacerola Turbo,2,169700
2026-08-17,Bogotá,01 USAQUEN,Vicio Turbo,2,41800
2026-08-17,Bogotá,08 ANDES,House of Salads Turbo,2,59700
2026-08-17,Bogotá,69 ARRECIFE,Bottaniko Turbo,2,57700
2026-08-17,Bogotá,02 PARQUE 93,Casa Árabe Turbo,2,112600
2026-08-17,Bucaramanga,42 CABECERA,Pret Sandwich Bistro Turbo,2,57300
2026-08-17,Bogotá,65 CALLE 109,Foodology Court Turbo,2,114600
2026-08-17,Bogotá,65 CALLE 109,Mañanero Diario Turbo,2,167800
2026-08-17,Bogotá,71 CEDRITOS,Foodology Court Turbo,2,67400
2026-08-17,Medellín,12 LAURELES,La Casa Mexicana Turbo,2,83700
2026-08-17,Bogotá,08 ANDES,La Cuadra Desayunos Turbo,2,70700
2026-08-17,Bucaramanga,42 CABECERA,Desgranados & Co Turbo,2,67800
2026-08-17,Cali,46 INGENIO,The Egg Spot Turbo,2,85300
2026-08-17,Medellín,11 MANILA,Selvatiko Turbo,2,65000
2026-08-17,Bogotá,06 COLINA,Desgranados & Co Turbo,2,65800
2026-08-17,Bogotá,36 VILLA DEL PRADO,La Casa Mexicana Turbo,2,92500
2026-08-17,Bogotá,08 ANDES,Desayunos mi Tierrita Turbo,2,79200
2026-08-17,Bogotá,65 CALLE 109,Cacerola Turbo,2,145700
2026-08-17,Cali,22 SANTA MONICA,Monteverde Turbo,2,57000
2026-08-17,Bogotá,71 CEDRITOS,El Ejecutivo Turbo,2,90900
2026-08-17,Bucaramanga,42 CABECERA,La Casa Mexicana Turbo,2,132500
2026-08-17,Cartagena,33 CARTAGENA,House Of Burgers Turbo,2,76800
2026-08-17,Cartagena,33 CARTAGENA,BRUNCH & MUNCH TURBO,2,126100
2026-08-17,Bogotá,50 CHICO,House of Salads Turbo,2,90700
2026-08-17,Bogotá,06 COLINA,Burrito Cantina Turbo,2,60200
2026-08-17,Bogotá,71 CEDRITOS,The Egg Spot Turbo,2,201700
2026-08-17,Bogotá,03 CHAPINERO,Burrito Cantina Turbo,2,51700
2026-08-17,Cali,22 SANTA MONICA,Alba Vegetarian Turbo,2,43300
2026-08-17,Bogotá,01 USAQUEN,Pret Sandwich Bistro Turbo,2,74600
2026-08-17,Bogotá,71 CEDRITOS,Acpm Corrientazo Turbo,2,121400
2026-08-17,Bogotá,71 CEDRITOS,Señor Burrito Turbo,2,63500
2026-08-17,Medellín,11 MANILA,Burrito Cantina Turbo,2,84300
2026-08-17,Bogotá,65 CALLE 109,Casa Árabe Turbo,2,74700
2026-08-17,Cartagena,33 CARTAGENA,Señor Burrito Turbo,2,98900
2026-08-17,Bogotá,02 PARQUE 93,La Casa Mexicana Turbo,2,99800
2026-08-17,Cali,22 SANTA MONICA,Vicio Turbo,2,99000
2026-08-17,Bogotá,50 CHICO,Green House Turbo,2,50700
2026-08-17,Bogotá,01 USAQUEN,Alba Vegetarian Turbo,2,79000
2026-08-17,Cali,22 SANTA MONICA,Mr Beast Burger Turbo,2,43000
2026-08-17,Bogotá,38 KENNEDY,The Egg Spot Turbo,2,61400
2026-08-17,Bogotá,02 PARQUE 93,House Of Burgers Turbo,2,103400
2026-08-17,Bogotá,69 ARRECIFE,The Egg Spot Turbo,2,57900
2026-08-17,Bogotá,03 CHAPINERO,Alba Vegetarian Turbo,2,97900
2026-08-17,Cali,22 SANTA MONICA,La Casa Mexicana Turbo,2,78800
2026-08-17,Bogotá,08 ANDES,The Egg Spot Turbo,2,67900
2026-08-17,Medellín,11 MANILA,Mañanero Diario Turbo,2,225800
2026-08-17,Bogotá,69 ARRECIFE,Foodology Court Turbo,2,57400
2026-08-17,Bogotá,69 ARRECIFE,Burrito Cantina Turbo,2,41800
2026-08-17,Bogotá,03 CHAPINERO,Acpm Corrientazo Turbo,2,46400
2026-08-17,Bucaramanga,42 CABECERA,House of Salads Turbo,2,76300
2026-08-17,Bogotá,06 COLINA,Mañanero Diario Turbo,2,119300
2026-08-17,Cali,24 SAN FERNANDO,SAN JERÓNIMO TURBO,2,92000
2026-08-17,Bogotá,69 ARRECIFE,Desgranados & Co Turbo,2,63800
2026-08-17,Bogotá,06 COLINA,House of Salads Turbo,2,63600
2026-08-17,Cali,46 INGENIO,Bottaniko Turbo,2,83400
2026-08-17,Cali,24 SAN FERNANDO,El Jefe Turbo,2,83800
2026-08-17,Bogotá,06 COLINA,Acpm Corrientazo Turbo,2,83600
2026-08-17,Cali,22 SANTA MONICA,Desayunos mi Tierrita Turbo,1,25900
2026-08-17,Bogotá,38 KENNEDY,La Cuadra Desayunos Turbo,1,45600
2026-08-17,Bogotá,65 CALLE 109,La Cuadra Desayunos Turbo,1,17900
2026-08-17,Cali,46 INGENIO,Pret Sandwich Bistro Turbo,1,39800
2026-08-17,Barranquilla,32 BARRANQUILLA,Vicio Turbo,1,49500
2026-08-17,Cartagena,33 CARTAGENA,Vicio Turbo,1,49500
2026-08-17,Bogotá,08 ANDES,Vicio Turbo,1,38400
2026-08-17,Bogotá,36 VILLA DEL PRADO,The Egg Spot Turbo,1,96700
2026-08-17,Bogotá,50 CHICO,Burritos & Co Turbo,1,26800
2026-08-17,Bogotá,50 CHICO,Alba Vegetarian Turbo,1,26800
2026-08-17,Bogotá,36 VILLA DEL PRADO,Bottaniko Turbo,1,50400
2026-08-17,Bogotá,38 KENNEDY,Vicio Turbo,1,21800
2026-08-17,Bogotá,65 CALLE 109,Señor Burrito Turbo,1,94900
2026-08-17,Bogotá,71 CEDRITOS,Selvatiko Turbo,1,36500
2026-08-17,Cartagena,33 CARTAGENA,La Casa Mexicana Turbo,1,23900
2026-08-17,Cartagena,33 CARTAGENA,Almuerzos de la Casa Turbo,1,60900
2026-08-17,Bogotá,01 USAQUEN,Foodology Court Turbo,1,43800
2026-08-17,Barranquilla,32 BARRANQUILLA,House Of Burgers Turbo,1,44900
2026-08-17,Cali,24 SAN FERNANDO,Alba Vegetarian Turbo,1,39500
2026-08-17,Bogotá,38 KENNEDY,Numa Cocina Mediterranea - Turbo,1,49300
2026-08-17,Bogotá,03 CHAPINERO,Mañanero Diario Turbo,1,44500
2026-08-17,Cali,46 INGENIO,Acpm Corrientazo Turbo,1,71700
2026-08-17,Bogotá,38 KENNEDY,Desgranados & Co Turbo,1,41500
2026-08-17,Cali,22 SANTA MONICA,El Ejecutivo Turbo,1,89000
2026-08-17,Cali,46 INGENIO,Frost By Oreo Turbo,1,49500
2026-08-17,Bogotá,08 ANDES,Cacerola Turbo,1,116600
2026-08-17,Cali,24 SAN FERNANDO,Desayunos de la Abuela Turbo,1,40400
2026-08-17,Bogotá,08 ANDES,Bottaniko Turbo,1,28900
2026-08-17,Bogotá,36 VILLA DEL PRADO,El Jefe Turbo,1,41900
2026-08-17,Bogotá,01 USAQUEN,Frost By Oreo Turbo,1,25800
2026-08-17,Bogotá,01 USAQUEN,Acpm Corrientazo Turbo,1,26800
2026-08-17,Bogotá,65 CALLE 109,Desayunos mi Tierrita Turbo,1,36800
2026-08-17,Bogotá,36 VILLA DEL PRADO,Mañanero Diario Turbo,1,44300
2026-08-17,Cali,46 INGENIO,Vicio Turbo,1,30900
2026-08-17,Cali,46 INGENIO,La Casa Mexicana Turbo,1,31800
2026-08-17,Cali,22 SANTA MONICA,Ñamgucheria Turbo,1,25900
2026-08-17,Cartagena,33 CARTAGENA,Mañanero Diario Turbo,1,17000
2026-08-17,Barranquilla,32 BARRANQUILLA,House of Salads Turbo,1,78700
2026-08-17,Bogotá,71 CEDRITOS,Almuerzos de la Casa Turbo,1,47800
2026-08-17,Bogotá,38 KENNEDY,Alba Vegetarian Turbo,1,17900
2026-08-17,Bogotá,65 CALLE 109,House Of Burgers Turbo,1,61800
2026-08-17,Bogotá,06 COLINA,Foodology Court Turbo,1,21900
2026-08-17,Cali,22 SANTA MONICA,Frost By Oreo Turbo,1,101100
2026-08-17,Medellín,11 MANILA,La Cuadra Desayunos Turbo,1,99200
2026-08-17,Barranquilla,32 BARRANQUILLA,Mañanero Diario Turbo,1,62600
2026-08-17,Bogotá,06 COLINA,El Ejecutivo Turbo,1,56800
2026-08-17,Cartagena,33 CARTAGENA,Foodology Court Turbo,1,34500
2026-08-17,Bogotá,02 PARQUE 93,El Jefe Turbo,1,23500
2026-08-17,Bogotá,69 ARRECIFE,Desayunos mi Tierrita Turbo,1,22500
2026-08-17,Bogotá,03 CHAPINERO,El Ejecutivo Turbo,1,31300
2026-08-17,Bogotá,08 ANDES,SAN JERÓNIMO TURBO,1,34500
2026-08-17,Bogotá,02 PARQUE 93,Selvatiko Turbo,1,23900
2026-08-17,Bogotá,50 CHICO,Selvatiko Turbo,1,29500
2026-08-17,Bogotá,02 PARQUE 93,Almuerzos de la Casa Turbo,1,23900
2026-08-17,Cali,22 SANTA MONICA,Desgranados & Co Turbo,1,53800
2026-08-17,Bogotá,02 PARQUE 93,El Ejecutivo Turbo,1,35500
2026-08-17,Bogotá,50 CHICO,Frost By Oreo Turbo,1,25900
2026-08-17,Cali,22 SANTA MONICA,Almuerzos de la Casa Turbo,1,39900
2026-08-17,Bogotá,50 CHICO,Pret Sandwich Bistro Turbo,1,26900
2026-08-17,Bogotá,36 VILLA DEL PRADO,Desayunos mi Tierrita Turbo,1,22500
2026-08-17,Bogotá,01 USAQUEN,House Of Burgers Turbo,1,44900
2026-08-17,Cali,46 INGENIO,The Breakfast Club Turbo,1,58900
2026-08-17,Bogotá,38 KENNEDY,Desayunos mi Tierrita Turbo,1,45700
2026-08-17,Cali,22 SANTA MONICA,Acpm Corrientazo Turbo,1,23900
2026-08-17,Bogotá,02 PARQUE 93,The Breakfast Club Turbo,1,37800
2026-08-17,Cali,22 SANTA MONICA,Mañanero Diario Turbo,1,27800
2026-08-17,Bogotá,06 COLINA,House Of Burgers Turbo,1,49700
2026-08-17,Bogotá,06 COLINA,Almuerzos de la Casa Turbo,1,23900
2026-08-17,Bogotá,69 ARRECIFE,BRUNCH & MUNCH TURBO,1,51800
2026-08-17,Cali,22 SANTA MONICA,House Of Burgers Turbo,1,38800
2026-08-17,Bogotá,38 KENNEDY,Cacerola Turbo,1,62700
2026-08-17,Bogotá,06 COLINA,Desayunos mi Tierrita Turbo,1,44500
2026-08-17,Bogotá,06 COLINA,Alba Vegetarian Turbo,1,33400
2026-08-17,Cali,24 SAN FERNANDO,Selvatiko Turbo,1,42800
2026-08-17,Cali,24 SAN FERNANDO,The Breakfast Club Turbo,1,34500
2026-08-17,Bogotá,69 ARRECIFE,Vicio Turbo,1,32700
2026-08-17,Cali,22 SANTA MONICA,SAN JERÓNIMO TURBO,1,34500
2026-08-17,Bogotá,36 VILLA DEL PRADO,Selvatiko Turbo,1,29500
2026-08-17,Barranquilla,32 BARRANQUILLA,Cacerola Turbo,1,62800
2026-08-17,Bogotá,71 CEDRITOS,La Casa Mexicana Turbo,1,21900
2026-08-17,Bogotá,69 ARRECIFE,Desayunos de la Abuela Turbo,1,53400
2026-08-17,Bogotá,71 CEDRITOS,Desayunos mi Tierrita Turbo,1,49300
2026-08-17,Bogotá,69 ARRECIFE,Doritos Locos By Dorito Turbo,1,32900
2026-08-17,Bogotá,36 VILLA DEL PRADO,Señor Burrito Turbo,1,98700
2026-08-17,Bogotá,03 CHAPINERO,Casa Árabe Turbo,1,55800
2026-08-17,Bogotá,06 COLINA,Bottaniko Turbo,1,48700
2026-08-17,Bogotá,02 PARQUE 93,Bottaniko Turbo,1,24500
2026-08-17,Bogotá,38 KENNEDY,Bottaniko Turbo,1,55400
2026-08-17,Bogotá,06 COLINA,Cacerola Turbo,1,54800
2026-08-17,Bogotá,08 ANDES,Selvatiko Turbo,1,47400
