week_year,city,kitchen,brand_name,orders,gmv_nac
2026-08-31,Medellín,Laureles,Pret Sandwich Bistro Turbo,3,160900
2026-08-31,Barranquilla,Barranquilla,Desgranados & Co Turbo,3,110600
2026-08-31,Medellín,Laureles,SAN JERÓNIMO TURBO,3,149500
2026-08-31,Bogotá,Colina,Señor Burrito Turbo,3,200700
2026-08-31,Bogotá,Villa del Prado,La Casa Mexicana Turbo,3,103300
2026-08-31,Bogotá,Chapinero,Selvatiko Turbo,3,210700
2026-08-31,Cartagena,Cartagena,SAN JERÓNIMO TURBO,3,80500
2026-08-31,Medellín,Laureles,Selvatiko Turbo,3,84400
2026-08-31,Bogotá,Chapinero,House of Salads Turbo,3,91500
2026-08-31,Bogotá,Calle 109,Cacerola Turbo,3,208700
2026-08-31,Bogotá,Villa del Prado,El Ejecutivo Turbo,3,116600
2026-08-31,Bogotá,Colina,Foodology Court Turbo,3,79500
2026-08-31,Bogotá,Parque 93,House Of Burgers Turbo,3,206000
2026-08-31,Bogotá,Chico,Burritos & Co Turbo,3,113500
2026-08-31,Medellín,Manila,La Casa Mexicana Turbo,3,122100
2026-08-31,Cartagena,Cartagena,BRUNCH & MUNCH TURBO,3,133300
2026-08-31,Bogotá,Chapinero,Mañanero Diario Turbo,3,110400
2026-08-31,Cali,Ingenio,Desayunos de la Abuela Turbo,3,146100
2026-08-31,Bogotá,Arrecife,Casa Árabe Turbo,3,123500
2026-08-31,Bogotá,Usaquén,Señor Burrito Turbo,3,109300
2026-08-31,Bogotá,Arrecife,House of Salads Turbo,3,112000
2026-08-31,Bogotá,Kennedy,Frost By Oreo Turbo,3,77400
2026-08-31,Bogotá,Andes,Señor Burrito Turbo,3,148500
2026-08-31,Bogotá,Calle 109,Pret Sandwich Bistro Turbo,3,167700
2026-08-31,Bogotá,Cedritos,House of Salads Turbo,3,111400
2026-08-31,Cali,Ingenio,Almuerzos de la Casa Turbo,3,103100
2026-08-31,Bogotá,Chapinero,Doritos Locos By Dorito Turbo,3,113200
2026-08-31,Medellín,Manila,Acpm Corrientazo Turbo,3,139700
2026-08-31,Bogotá,Cedritos,Alba Vegetarian Turbo,3,182900
2026-08-31,Bogotá,Cedritos,Almuerzos de la Casa Turbo,3,71700
2026-08-31,Cali,Santa Monica,Alba Vegetarian Turbo,3,105300
2026-08-31,Barranquilla,Barranquilla,The Egg Spot Turbo,3,152700
2026-08-31,Bucaramanga,Bucaramanga,House of Salads Turbo,3,95200
2026-08-31,Bogotá,Andes,Casa Árabe Turbo,3,141000
2026-08-31,Bogotá,Parque 93,Alba Vegetarian Turbo,3,93200
2026-08-31,Bogotá,Parque 93,Casa Árabe Turbo,3,98200
2026-08-31,Bogotá,Usaquén,Monteverde Turbo,3,85500
2026-08-31,Cali,Ingenio,House of Salads Turbo,2,79300
2026-08-31,Bogotá,Colina,House of Salads Turbo,2,111600
2026-08-31,Bogotá,Usaquén,Casa Árabe Turbo,2,167700
2026-08-31,Bogotá,Calle 109,La Casa Mexicana Turbo,2,61700
2026-08-31,Bogotá,Kennedy,Monteverde Turbo,2,60800
2026-08-31,Medellín,Laureles,Cacerola Turbo,2,124700
2026-08-31,Bogotá,Parque 93,House of Salads Turbo,2,52800
2026-08-31,Bogotá,Arrecife,Desayunos mi Tierrita Turbo,2,73500
2026-08-31,Cali,San Fernando,Ñamgucheria Turbo,2,59600
2026-08-31,Cartagena,Cartagena,El Ejecutivo Turbo,2,51400
2026-08-31,Bogotá,Parque 93,El Jefe Turbo,2,88800
2026-08-31,Barranquilla,Barranquilla,Acpm Corrientazo Turbo,2,59700
2026-08-31,Cali,Santa Monica,Frost By Oreo Turbo,2,74700
2026-08-31,Bogotá,Arrecife,Alba Vegetarian Turbo,2,70300
2026-08-31,Bogotá,Cedritos,Numa Cocina Mediterranea - Turbo,2,112100
2026-08-31,Cali,Ingenio,Burrito Cantina Turbo,2,36400
2026-08-31,Bogotá,Villa del Prado,House Of Burgers Turbo,2,76600
2026-08-31,Bogotá,Andes,SAN JERÓNIMO TURBO,2,92000
2026-08-31,Bogotá,Cedritos,The Breakfast Club Turbo,2,119700
2026-08-31,Bogotá,Chapinero,Bottaniko Turbo,2,85200
2026-08-31,Bogotá,Villa del Prado,Señor Burrito Turbo,2,77400
2026-08-31,Cali,Ingenio,Pret Sandwich Bistro Turbo,2,69300
2026-08-31,Bogotá,Cedritos,Burrito Cantina Turbo,2,58800
2026-08-31,Barranquilla,Barranquilla,Foodology Court Turbo,2,65200
2026-08-31,Bogotá,Cedritos,Señor Burrito Turbo,2,43300
2026-08-31,Cali,Ingenio,Ñamgucheria Turbo,2,85000
2026-08-31,Medellín,Laureles,El Ejecutivo Turbo,2,61000
2026-08-31,Bogotá,Calle 109,Alba Vegetarian Turbo,2,77300
2026-08-31,Bogotá,Cedritos,La Casa Mexicana Turbo,2,147200
2026-08-31,Bucaramanga,Bucaramanga,Acpm Corrientazo Turbo,2,55300
2026-08-31,Bogotá,Usaquén,Doritos Locos By Dorito Turbo,2,74800
2026-08-31,Bogotá,Colina,Frost By Oreo Turbo,2,38800
2026-08-31,Bogotá,Calle 109,Mañanero Diario Turbo,2,53700
2026-08-31,Cali,Ingenio,Numa Cocina Mediterranea - Turbo,2,107700
2026-08-31,Bogotá,Arrecife,Pret Sandwich Bistro Turbo,2,238400
2026-08-31,Bucaramanga,Bucaramanga,House Of Burgers Turbo,2,82600
2026-08-31,Barranquilla,Barranquilla,Mañanero Diario Turbo,2,65400
2026-08-31,Bogotá,Parque 93,Bottaniko Turbo,2,84300
2026-08-31,Bogotá,Calle 109,Bottaniko Turbo,2,95200
2026-08-31,Medellín,Laureles,Acpm Corrientazo Turbo,2,65900
2026-08-31,Bogotá,Villa del Prado,Pret Sandwich Bistro Turbo,2,113500
2026-08-31,Bogotá,Calle 109,Foodology Court Turbo,2,46800
2026-08-31,Bogotá,Arrecife,Monteverde Turbo,2,100200
2026-08-31,Bogotá,Colina,Acpm Corrientazo Turbo,2,59700
2026-08-31,Bogotá,Cedritos,Casa Árabe Turbo,2,92200
2026-08-31,Bogotá,Parque 93,Monteverde Turbo,2,97400
2026-08-31,Bogotá,Chapinero,Foodology Court Turbo,2,107200
2026-08-31,Bogotá,Calle 109,Desgranados & Co Turbo,2,62800
2026-08-31,Bogotá,Colina,Cacerola Turbo,2,132900
2026-08-31,Medellín,Laureles,Bottaniko Turbo,2,70400
2026-08-31,Bogotá,Villa del Prado,House of Salads Turbo,2,79200
2026-08-31,Bogotá,Chico,House of Salads Turbo,2,58000
2026-08-31,Cali,Santa Monica,Ñamgucheria Turbo,2,91300
2026-08-31,Medellín,Laureles,La Cuadra Desayunos Turbo,2,56400
2026-08-31,Bogotá,Cedritos,El Calentao Turbo,2,71700
2026-08-31,Bogotá,Villa del Prado,Bottaniko Turbo,2,91700
2026-08-31,Cali,Santa Monica,El Jefe Turbo,2,78900
2026-08-31,Cartagena,Cartagena,Acpm Corrientazo Turbo,2,85500
2026-08-31,Bogotá,Chapinero,House Of Burgers Turbo,2,71800
2026-08-31,Bogotá,Cedritos,El Ejecutivo Turbo,2,94500
2026-08-31,Bogotá,Andes,Pret Sandwich Bistro Turbo,2,66200
2026-08-31,Cali,Ingenio,The Egg Spot Turbo,2,50000
2026-08-31,Bogotá,Andes,Desgranados & Co Turbo,2,79800
2026-08-31,Bogotá,Andes,Mañanero Diario Turbo,2,283600
2026-08-31,Cartagena,Cartagena,Señor Burrito Turbo,2,44300
2026-08-31,Medellín,Laureles,Burrito Cantina Turbo,2,76400
2026-08-31,Bogotá,Andes,Frost By Oreo Turbo,2,51700
2026-08-31,Bogotá,Chapinero,The Egg Spot Turbo,2,87400
2026-08-31,Bogotá,Colina,House Of Burgers Turbo,2,96500
2026-08-31,Bogotá,Kennedy,Ñamgucheria Turbo,1,44400
2026-08-31,Bogotá,Chapinero,Casa Árabe Turbo,1,26900
2026-08-31,Medellín,Manila,Bottaniko Turbo,1,24500
2026-08-31,Bogotá,Colina,The Egg Spot Turbo,1,39300
2026-08-31,Cali,Santa Monica,House of Salads Turbo,1,25900
2026-08-31,Cali,San Fernando,Pret Sandwich Bistro Turbo,1,55400
2026-08-31,Bogotá,Usaquén,House Of Burgers Turbo,1,38800
2026-08-31,Cali,Santa Monica,Desgranados & Co Turbo,1,57800
2026-08-31,Bogotá,Cedritos,Acpm Corrientazo Turbo,1,44400
2026-08-31,Bogotá,Colina,Casa Árabe Turbo,1,24900
2026-08-31,Bogotá,Arrecife,Acpm Corrientazo Turbo,1,23900
2026-08-31,Cali,San Fernando,Acpm Corrientazo Turbo,1,23900
2026-08-31,Bogotá,Colina,Vicio Turbo,1,30900
2026-08-31,Medellín,Manila,Burrito Cantina Turbo,1,19900
2026-08-31,Bogotá,Usaquén,Alba Vegetarian Turbo,1,17900
2026-08-31,Cali,San Fernando,House of Salads Turbo,1,31400
2026-08-31,Bogotá,Villa del Prado,The Egg Spot Turbo,1,79900
2026-08-31,Bogotá,Colina,Desayunos mi Tierrita Turbo,1,101600
2026-08-31,Cartagena,Cartagena,Monteverde Turbo,1,61800
2026-08-31,Bogotá,Calle 109,Acpm Corrientazo Turbo,1,27800
2026-08-31,Cali,Ingenio,Cacerola Turbo,1,33000
2026-08-31,Bogotá,Usaquén,Vicio Turbo,1,49500
2026-08-31,Bogotá,Kennedy,House of Salads Turbo,1,51800
2026-08-31,Bogotá,Chico,Alba Vegetarian Turbo,1,38400
2026-08-31,Bogotá,Arrecife,Desgranados & Co Turbo,1,19900
2026-08-31,Bogotá,Parque 93,The Breakfast Club Turbo,1,74900
2026-08-31,Bogotá,Calle 109,Selvatiko Turbo,1,40400
2026-08-31,Medellín,Manila,La Cuadra Desayunos Turbo,1,60900
2026-08-31,Bogotá,Andes,Almuerzos de la Casa Turbo,1,26800
2026-08-31,Bogotá,Parque 93,Pret Sandwich Bistro Turbo,1,38400
2026-08-31,Bogotá,Cedritos,Foodology Court Turbo,1,57500
2026-08-31,Bogotá,Usaquén,Pret Sandwich Bistro Turbo,1,32500
2026-08-31,Cali,Santa Monica,Desayunos de la Abuela Turbo,1,50300
2026-08-31,Cali,Ingenio,Bottaniko Turbo,1,18900
2026-08-31,Bogotá,Kennedy,Doritos Locos By Dorito Turbo,1,59800
2026-08-31,Cali,Ingenio,Frost By Oreo Turbo,1,12900
2026-08-31,Bogotá,Chapinero,Desgranados & Co Turbo,1,45800
2026-08-31,Bogotá,Cedritos,Monteverde Turbo,1,7500
2026-08-31,Cali,San Fernando,Foodology Court Turbo,1,48300
2026-08-31,Bogotá,Kennedy,The Egg Spot Turbo,1,69000
2026-08-31,Bogotá,Arrecife,Vicio Turbo,1,30900
2026-08-31,Cali,San Fernando,Alba Vegetarian Turbo,1,17900
2026-08-31,Bogotá,Villa del Prado,El Jefe Turbo,1,71400
2026-08-31,Barranquilla,Barranquilla,Burrito Cantina Turbo,1,20900
2026-08-31,Bucaramanga,Bucaramanga,Selvatiko Turbo,1,33000
2026-08-31,Bogotá,Parque 93,Vicio Turbo,1,21800
2026-08-31,Cali,San Fernando,Selvatiko Turbo,1,40900
2026-08-31,Bogotá,Kennedy,Casa Árabe Turbo,1,61400
2026-08-31,Bogotá,Calle 109,Señor Burrito Turbo,1,47500
2026-08-31,Cartagena,Cartagena,La Casa Mexicana Turbo,1,31800
2026-08-31,Bogotá,Calle 109,La Cuadra Desayunos Turbo,1,69300
2026-08-31,Bogotá,Calle 109,House Of Burgers Turbo,1,50800
2026-08-31,Cali,San Fernando,El Ejecutivo Turbo,1,26900
2026-08-31,Medellín,Manila,Foodology Court Turbo,1,35700
2026-08-31,Bogotá,Chapinero,La Casa Mexicana Turbo,1,67700
2026-08-31,Bogotá,Kennedy,Alba Vegetarian Turbo,1,30400
2026-08-31,Cali,San Fernando,Desgranados & Co Turbo,1,67800
2026-08-31,Bogotá,Chico,The Egg Spot Turbo,1,89900
2026-08-31,Cartagena,Cartagena,Almuerzos de la Casa Turbo,1,34800
2026-08-31,Cali,San Fernando,La Casa Mexicana Turbo,1,63900
2026-08-31,Bucaramanga,Bucaramanga,Cacerola Turbo,1,36300
2026-08-31,Bucaramanga,Bucaramanga,Almuerzos de la Casa Turbo,1,23900
2026-08-31,Bogotá,Parque 93,Selvatiko Turbo,1,16500
2026-08-31,Cali,San Fernando,El Jefe Turbo,1,89000
2026-08-31,Cali,Santa Monica,The Egg Spot Turbo,1,27400
2026-08-31,Bogotá,Chapinero,El Ejecutivo Turbo,1,30500
2026-08-31,Bogotá,Arrecife,Bottaniko Turbo,1,34400
2026-08-31,Bogotá,Calle 109,Casa Árabe Turbo,1,29900
2026-08-31,Bogotá,Chapinero,Alba Vegetarian Turbo,1,120600
2026-08-31,Barranquilla,Barranquilla,Vicio Turbo,1,21800
2026-08-31,Bogotá,Usaquén,Cacerola Turbo,1,90800
2026-08-31,Bogotá,Arrecife,Burrito Cantina Turbo,1,32800
2026-08-31,Cartagena,Cartagena,Selvatiko Turbo,1,23900
2026-08-31,Bogotá,Colina,Pret Sandwich Bistro Turbo,1,39800
2026-08-31,Cali,Santa Monica,El Ejecutivo Turbo,1,30500
2026-08-31,Bogotá,Kennedy,Numa Cocina Mediterranea - Turbo,1,42900
2026-08-31,Bogotá,Arrecife,La Cuadra Desayunos Turbo,1,77100
2026-08-31,Cali,Ingenio,Vicio Turbo,1,49500
2026-08-31,Cali,San Fernando,Señor Burrito Turbo,1,35000
2026-08-31,Bogotá,Kennedy,La Cuadra Desayunos Turbo,1,47300
2026-08-31,Bogotá,Parque 93,Almuerzos de la Casa Turbo,1,47800
2026-08-31,Bogotá,Usaquén,El Ejecutivo Turbo,1,28500
2026-08-31,Bucaramanga,Bucaramanga,Bottaniko Turbo,1,18500
2026-08-31,Bogotá,Andes,Doritos Locos By Dorito Turbo,1,38900
2026-08-31,Barranquilla,Barranquilla,House Of Burgers Turbo,1,55800
2026-08-31,Bogotá,Kennedy,Desgranados & Co Turbo,1,46900
2026-08-31,Bucaramanga,Bucaramanga,Burrito Cantina Turbo,1,27400
2026-08-31,Bogotá,Villa del Prado,Vicio Turbo,1,49500
2026-08-31,Barranquilla,Barranquilla,House of Salads Turbo,1,25900
2026-08-31,Bogotá,Parque 93,Desayunos mi Tierrita Turbo,1,131800
2026-08-31,Medellín,Laureles,Alba Vegetarian Turbo,1,25400
2026-08-31,Medellín,Laureles,Foodology Court Turbo,1,20900
2026-08-31,Medellín,Laureles,House Of Burgers Turbo,1,29400
2026-08-31,Bogotá,Arrecife,Foodology Court Turbo,1,41800
2026-08-31,Bogotá,Andes,Cacerola Turbo,1,87300
2026-08-31,Bogotá,Usaquén,Desayunos mi Tierrita Turbo,1,46800
2026-08-31,Cartagena,Cartagena,Alba Vegetarian Turbo,1,25000
2026-08-31,Medellín,Manila,Pret Sandwich Bistro Turbo,1,50800
2026-08-31,Bogotá,Arrecife,Doritos Locos By Dorito Turbo,1,59700
2026-08-31,Bogotá,Parque 93,Acpm Corrientazo Turbo,1,70200
2026-08-31,Cali,Ingenio,Desayunos Colombianos Turbo,1,21900
2026-08-31,Bogotá,Kennedy,Cacerola Turbo,1,73700
2026-08-31,Bogotá,Villa del Prado,Cacerola Turbo,1,89000
2026-08-31,Cali,Santa Monica,SAN JERÓNIMO TURBO,1,46000
