brand,storeId,storeName,avg4w,weeksData,coverageCurrent,coverageResult,diffGoal,devPct,status,losesCoverage,trend,w1,w2,w3,w4
Mañanero Diario - Turbo,900443500,Mañanero diario Chapinero - Turbo,30.791667,2,2100,0,28.791667,14.3958335,🔴 Crítico,Sí,Sin datos suficientes,51.816667,9.766667,,
Desayuno Mi Tierrita - Turbo,900464390,Desayuno Mi Tierrita Cl 109 - Turbo,13.8,1,2100,0,11.8,5.9,🔴 Crítico,Sí,Sin datos suficientes,,13.8,,
Mr Beast Burger - Turbo,900477182,Mr Beast Chico - Turbo,10.61661388,3,2100,0,8.616613876,4.308306938,🔴 Crítico,Sí,Empeorando,5.3800002,11.83095243,14.638889,
la Cuadra Desayunos Caseros - Turbo,900467501,La Cuadra Desayunos Santa Mónica - Turbo,10.583333,1,2100,0,8.583333,4.2916665,🔴 Crítico,Sí,Sin datos suficientes,,,10.583333,
Dembow - Turbo,900473646,Dembow - Santa Mónica - Turbo,9.7833335,2,2700,0,7.7833335,3.89166675,🔴 Crítico,Sí,Empeorando,0.9,,18.666667,
la Cuadra Desayunos Caseros - Turbo,900467493,La Cuadra Desayunos Caseros Usaquen - Turbo,8.1,1,3000,0,6.1,3.05,🔴 Crítico,Sí,Sin datos suficientes,,8.1,,
Dembow - Turbo,900475131,Dembow Cl 109 - Turbo,8.041667,2,2100,0,6.041667,3.0208335,🔴 Crítico,Sí,Sin datos suficientes,3.816667,12.266667,,
la Cuadra Desayunos Caseros - Turbo,900467499,La Cuadra Desayunos Caceros - Villa del Prado - Turbo,7.966667,1,2400,2400,5.966667,2.9833335,🟠 Riesgo,No,Sin datos suficientes,,,,7.966667
House Of Salads - Turbo,900445681,House Of Salad Santa Monica - Turbo,7.056250063,4,2100,2100,5.056250063,2.528125031,🟠 Riesgo,No,Empeorando,2.625,7.8875,7.12083325,10.591667
Mr Beast Burger - Turbo,900407413,Mr Beast Santa Mónica (Cali Norte) - Turbo,6.87708325,4,2100,2100,4.87708325,2.438541625,🟠 Riesgo,No,Mejorando,7.825,8.858333333,6.808333,4.016666667
Ñamgucheria Sandwiches - Turbo,900439224,Ñamguchería Santa Monica - Turbo,6.828261761,4,2100,2100,4.828261761,2.41413088,🟠 Riesgo,No,Empeorando,4.362121182,7.514814778,11.12222217,4.313888917
Honest Food Fdl - Turbo,900472144,Honest Food Santa Monica - Turbo,6.827284859,4,2100,2100,4.827284859,2.41364243,🟠 Riesgo,No,Empeorando,3.2316667,9.284615308,4.478571571,10.31428586
Pret Sandwich Bistro - Turbo,900416178,Pret Sándwich Bistro Santa Monica - Turbo,6.7916665,1,2400,2400,4.7916665,2.39583325,🟠 Riesgo,No,Sin datos suficientes,,6.7916665,,
Acpm Corrientazo - Turbo,900464911,Acpm Corrientazo Chapinero - Turbo,6.5,1,2400,2400,4.5,2.25,🟠 Riesgo,No,Sin datos suficientes,,6.5,,
Desayunos de la Abuela - Turbo,900446316,Desayunos de la Abuela Santa Monica - Turbo,6.154340281,4,2100,2100,4.154340281,2.077170141,🟠 Riesgo,No,Empeorando,4.025,4.893749875,5.17777775,10.5208335
Casa Arabe - Turbo,900477839,Casa Árabe Kennedy - Turbo,6.003703778,3,2400,2400,4.003703778,2.001851889,🟠 Riesgo,No,Mejorando,5.116667,11.25,1.644444333,
Bottaniko - Turbo,900443516,Bottaniko - Colina - Turbo,5.9875,4,2400,2400,3.9875,1.99375,🟠 Riesgo,No,Empeorando,0.316667,6.5,12.55,4.583333
Burrito Cantina - Turbo,900467382,Burrito Cantina Santa Mónica (Cali Norte) - Turbo,5.902777667,3,2700,2700,3.902777667,1.951388833,🟠 Riesgo,No,Mejorando,1.4,12.808333,,3.5
Burritos & Co - Turbo,900476014,Burritos & Co Chico - Turbo,5.780555458,4,2400,2400,3.780555458,1.890277729,🟠 Riesgo,No,Estable,6.9,3.9166665,11.42222233,0.883333
Dembow - Turbo,900476018,Dembow Chico - Turbo,5.766667,1,2100,2100,3.766667,1.8833335,🟠 Riesgo,No,Sin datos suficientes,5.766667,,,
Cacerola - Turbo,900416212,Cacerola Chapinero - Turbo,5.736111167,3,2400,2400,3.736111167,1.868055583,🟠 Riesgo,No,Estable,4.4833335,7.1666665,,5.5583335
Casa Arabe - Turbo,900477843,Casa Árabe Chapinero - Turbo,5.641782382,4,2700,2700,3.641782382,1.820891191,🟠 Riesgo,No,Estable,5.50972225,5.091666667,6.185185111,5.7805555
Mañanero Diario - Turbo,900475202,Mañanero Diario Cl 109 - Turbo,5.541666583,2,3000,3000,3.541666583,1.770833292,🟠 Riesgo,No,Sin datos suficientes,7.383333,3.700000167,,
Ñamgucheria Sandwiches - Turbo,900440314,Ñamgucheria Chicó - Turbo,5.530043292,4,2400,2400,3.530043292,1.765021646,🟠 Riesgo,No,Empeorando,4.138,6.010784353,5.7949999,6.176388917
Numa Cocina Mediterranea - Turbo,900463764,Numa - Cocina Mediterranea Colina - Turbo,5.4625,2,2400,2400,3.4625,1.73125,🟠 Riesgo,No,Sin datos suficientes,8.025,2.9,,
Señor Burrito. - Turbo,900467421,Señor Burrito - Villa del Prado - Turbo,5.325,1,2100,2100,3.325,1.6625,🟠 Riesgo,No,Sin datos suficientes,,5.325,,
la Cuadra Desayunos Caseros - Turbo,900470911,La Cuadra Desayunos Caseros Andes - Turbo,5.216667,2,2100,2100,3.216667,1.6083335,🟠 Riesgo,No,Mejorando,10.216667,,,0.216667
Dembow - Turbo,900473653,Dembow - Kennedy - Turbo,5.2,1,3000,3000,3.2,1.6,🟠 Riesgo,No,Sin datos suficientes,,,5.2,
Local Cocina Consciente - Turbo,900477104,Local - Cocina Consciente Chapinero - Turbo,5.175925889,3,2100,2100,3.175925889,1.587962944,🟠 Riesgo,No,Empeorando,0.4083335,8.4916665,6.627777667,
The Breakfast Club - Turbo,900475210,The Breakfast Club Santa Monica - Turbo,5.157958979,4,2100,2100,3.157958979,1.57897949,🟠 Riesgo,No,Mejorando,4.629629667,6.715277917,6.864706,2.422222333
Foodology Court - Turbo,900465148,Foodology 93 - Turbo Calle 93 #45a-16,5.133333333,3,2400,2400,3.133333333,1.566666667,🟠 Riesgo,No,Empeorando,5.383333,2.5,,7.516667
la Cuadra Desayunos Caseros - Turbo,900470908,La Cuadra Desayunos Caseros Kennedy - Turbo,5.111111,3,2100,2100,3.111111,1.5555555,🟠 Riesgo,No,Mejorando,0.233333,14.783333,,0.316667
Pret Sandwich Bistro - Turbo,900464394,Pret Sandwich Bistro Cl 109 - Turbo,5.095833,2,2100,2100,3.095833,1.5479165,🟠 Riesgo,No,Mejorando,7.958333,,,2.233333
La Cuadra - Turbo,900416195,La Cuadra Santa Monica - Cali - Turbo,5.064537361,4,2700,2700,3.064537361,1.53226868,🟠 Riesgo,No,Mejorando,3.47666664,8.494736789,4.998412714,3.2883333
Dembow - Turbo,900473654,Dembow - Colina - Turbo,5.05,2,2100,2100,3.05,1.525,🟠 Riesgo,No,Mejorando,,6.683333,,3.416667
Selvatiko. - Turbo,900475123,Selvatiko. Laureles - Turbo,5.0083335,1,2400,2400,3.0083335,1.50416675,🟠 Riesgo,No,Sin datos suficientes,,,5.0083335,
Mr Beast Burger - Turbo,900420303,Mr Beast Kennedy - Turbo,5.008219467,4,2100,2100,3.008219467,1.504109733,🟠 Riesgo,No,Mejorando,5.778703778,6.901388875,3.925862138,3.426923077
Mr Beast Burger - Turbo,900475371,Mr Beast Cl 109 - Turbo,4.981911278,4,2100,2100,2.981911278,1.490955639,🟡 Atención,No,Estable,3.650877263,6.012121182,5.109091,5.155555667
Pret Sandwich Bistro - Turbo,900470306,Pret Sandwich Bistro Chico - Turbo,4.9708335,2,2700,2700,2.9708335,1.48541675,🟡 Atención,No,Sin datos suficientes,,,0.166667,9.775
Ñamgucheria Sandwiches - Turbo,900439230,Ñamguchería Villa del Prado - Turbo,4.808914471,4,2100,2100,2.808914471,1.404457235,🟡 Atención,No,Estable,3.776388917,6.537777767,4.175000042,4.746491158
Señor Burrito. - Turbo,900467426,Señor Burrito Chapinero - Turbo,4.777777792,4,2400,2400,2.777777792,1.388888896,🟡 Atención,No,Empeorando,2.511111,4.161111,1.980555667,10.4583335
Desayuno Mi Tierrita - Turbo,900465165,Desayuno Mi Tierrita Santa Monica Cali - Turbo,4.720370333,3,2100,2100,2.720370333,1.360185167,🟡 Atención,No,Estable,4.461111,,4.783333,4.916667
Foodology Court - Turbo,900465146,Foodology Chapinero - Turbo Cra. 8 #66-88,4.711805667,4,2700,2700,2.711805667,1.355902833,🟡 Atención,No,Estable,3.316667,6.42916675,2.54583325,6.555555667
Pret Sandwich Bistro - Turbo,900416171,Pret Sandwich Bistro San Fernando - Turbo,4.6541665,2,3000,3000,2.6541665,1.32708325,🟡 Atención,No,Sin datos suficientes,5.383333,3.925,,
Ñamgucheria Sandwiches - Turbo,900439225,Ñamguchería Chapinero - Turbo,4.642190122,4,2400,2400,2.642190122,1.321095061,🟡 Atención,No,Mejorando,3.836231848,6.380246963,3.376587262,4.975694417
Foodology Court - Turbo,900465153,Foodology Cabecera - Turbo,4.620370444,3,2700,2700,2.620370444,1.310185222,🟡 Atención,No,Empeorando,0,3.566667,10.29444433,
Sanduches el Jefe - Turbo,900419504,Sandwich el Jefe Santa Monica - Turbo Poke Cali 2639,4.6145835,4,2700,2700,2.6145835,1.30729175,🟡 Atención,No,Empeorando,3.916667,2.1083335,7.5083335,4.925
Mr Beast Burger - Turbo,900409678,Mr Beast Chapinero - Turbo,4.526815038,4,2400,2400,2.526815038,1.263407519,🟡 Atención,No,Empeorando,4.075,3.503787909,4.038888867,6.489583375
Mañanero Diario - Turbo,900443498,Mañanero Diario Santa Mónica (Cali Norte) - Turbo,4.49166675,2,3000,3000,2.49166675,1.245833375,🟡 Atención,No,Empeorando,1.9333335,,7.05,
Ñamgucheria Sandwiches - Turbo,900463788,Ñamgucheria Cl 109 - Turbo,4.465976257,4,2400,2400,2.465976257,1.232988129,🟡 Atención,No,Mejorando,4.03733332,5.726666667,3.813580222,4.286324821
Ñamgucheria Sandwiches - Turbo,900439221,Ñamguchería Barranquilla Norte - Turbo,4.430451726,4,2400,2400,2.430451726,1.215225863,🟡 Atención,No,Estable,5.761904714,3.423684158,4.420833417,4.115384615
Green House Fd - Turbo,900438450,Green House Santa Monica - Turbo,4.404776376,4,2700,2700,2.404776376,1.202388188,🟡 Atención,No,Mejorando,3.874479188,6.070512808,4.056383,3.617730511
Brunch & Munch - Turbo,900407412,Brunch And Munch Santa Monica - Cali - Turbo,4.339379099,4,2100,2100,2.339379099,1.169689549,🟡 Atención,No,Estable,6.127777778,2.585294118,5.5077778,3.1366667
Ñamgucheria Sandwiches - Turbo,900439227,Ñamguchería San Fernando - Turbo,4.335763887,4,2400,2400,2.335763887,1.167881943,🟡 Atención,No,Estable,1.9916665,6.7208335,4.663888833,3.966666714
Desayuno Mi Tierrita - Turbo,900465163,Desayuno Mi Tierrita Chapinero - Turbo,4.319791625,4,2100,2100,2.319791625,1.159895813,🟡 Atención,No,Mejorando,4.9833335,6.575,5.4375,0.283333
Brunch & Munch - Turbo,900420519,Brunch And Munch - Kennedy - Turbo,4.313494971,4,2100,2100,2.313494971,1.156747486,🟡 Atención,No,Mejorando,5.4694445,6.206410385,1.40625,4.171875
Honest Food Fdl - Turbo,900475462,Honest Food Kennedy - Turbo,4.274503943,4,2700,2700,2.274503943,1.137251972,🟡 Atención,No,Mejorando,2.733333286,8.933333333,2.436111083,2.995238071
The Breakfast Club - Turbo,900475207,The Breakfast Club Kennedy - Turbo,4.204226243,4,2700,2700,2.204226243,1.102113121,🟡 Atención,No,Estable,4.825,3.914285857,3.2133334,4.864285714
Numa Cocina Mediterranea - Turbo,900476062,Cocina Mediterranea Kennedy - Turbo,4.196527875,4,2400,2400,2.196527875,1.098263938,🟡 Atención,No,Mejorando,5.0083335,7.700000333,0.1,3.977777667
Selvatiko. - Turbo,900475124,Selvatiko. Colina - Turbo,4.166666667,3,2700,2700,2.166666667,1.083333333,🟡 Atención,No,Mejorando,,6.2,4.6416665,1.6583335
The Breakfast Club - Turbo,900475288,The Breakfast Club San Fernando - Turbo,4.136111056,3,2400,2400,2.136111056,1.068055528,🟡 Atención,No,Estable,2.116666667,6.3666665,,3.925
Cinnabon - Turbo,900415448,Cinnabon Chicó - Turbo,4.097633302,4,2700,2700,2.097633302,1.048816651,🟡 Atención,No,Empeorando,2.5795833,2.818589808,4.989259311,6.003100791
Desayuno Mi Tierrita - Turbo,900476019,Desayuno Mi Tierrita Chico - Turbo,4.05,1,2400,2400,2.05,1.025,🟡 Atención,No,Sin datos suficientes,4.05,,,
Dembow - Turbo,900473655,Dembow - San Fernando - Turbo,4.0333335,2,2700,2700,2.0333335,1.01666675,🟡 Atención,No,Sin datos suficientes,0.416667,7.65,,
Brunch & Munch - Turbo,900420483,Brunch & Munch - Chicó - Turbo,4.017130182,4,2700,2700,2.017130182,1.008565091,🟡 Atención,No,Empeorando,2.460416663,3.066485467,5.440298478,5.101320119
Frost By Oreo - Turbo,900407399,Frost By Oreo Santa Mónica (Cali Norte) - Turbo,3.99583325,4,2700,2700,1.99583325,0.997916625,🟡 Atención,No,Mejorando,0,12.533333,3.45,0
Pret Sandwich Bistro - Turbo,900416177,Pret Sandwich Bistro Villa del Prado - Turbo,3.9916665,2,2700,2700,1.9916665,0.99583325,🟡 Atención,No,Sin datos suficientes,,,1.033333,6.95
Sanduches el Jefe - Turbo,900419503,Sandwich El Jefe Castellana - Turbo,3.988889167,3,2100,2100,1.988889167,0.9944445833,🟡 Atención,No,Mejorando,4.6833335,,6.366667,0.916667
Casa Arabe - Turbo,900477854,Casa Árabe Cl 109 - Turbo,3.956805567,4,2100,2100,1.956805567,0.9784027833,🟡 Atención,No,Estable,5.858333333,2.761111333,2.4966666,4.711111
Señor Burrito. - Turbo,900471310,Señor Burrito Kennedy - Turbo,3.952777667,3,2700,2700,1.952777667,0.9763888333,🟡 Atención,No,Mejorando,2.725,8.483333,0.65,
Brunch & Munch - Turbo,900481032,Brunch & Munch - Cartagena - Turbo,3.9516665,4,2100,2100,1.9516665,0.97583325,🟡 Atención,No,Estable,5.0933332,2.4899998,4.39,3.833333
Alba Vegetarian - Turbo,900472649,Alba Vegetarian - Ingenio - Turbo,3.8916665,2,2400,2400,1.8916665,0.94583325,🟡 Atención,No,Empeorando,,0.75,,7.033333
Mr Beast Burger - Turbo,900481990,Mr Beast Cartagena - Turbo,3.852847173,4,2400,2400,1.852847173,0.9264235865,🟡 Atención,No,Estable,4.472222167,2.604166625,4.98,3.3549999
Honest Food Fdl - Turbo,900472139,Honest Food San Fernando - Turbo,3.837599125,4,2700,2700,1.837599125,0.9187995623,🟡 Atención,No,Mejorando,2.050000167,7.283333308,3.347618857,2.669444167
Pret Sandwich Bistro - Turbo,900481996,Pret Sandwich Bistro Cartagena - Turbo,3.833333,2,2100,2100,1.833333,0.9166665,🟡 Atención,No,Estable,,3.533333,,4.133333
Green House Fd - Turbo,900438441,Green House Chico - Turbo,3.8,1,2400,2400,1.8,0.9,🟡 Atención,No,Sin datos suficientes,,,3.8,
Ñamgucheria Sandwiches - Turbo,900473582,Ñamguchería Kennedy - Turbo,3.789989141,4,2700,2700,1.789989141,0.8949945706,🟡 Atención,No,Mejorando,4.868181727,4.339393909,3.644047571,2.308333357
House Of Salads - Turbo,900445682,House Of Salad Chico - Turbo,3.776587171,3,3000,3000,1.776587171,0.8882935857,🟡 Atención,No,Estable,,3.958333,4.504761714,2.8666668
The Breakfast Club - Turbo,900475209,The Breakfast Club Ingenio - Turbo,3.7666665,2,2100,2100,1.7666665,0.88333325,🟡 Atención,No,Mejorando,,5.1,,2.433333
Mr Beast Burger - Turbo,900405271,Mr Beast Villa Del Prado - Turbo,3.748056559,4,2400,2400,1.748056559,0.8740282794,🟡 Atención,No,Estable,4.57625,3.345762661,3.216228053,3.853985522
Acpm Corrientazo - Turbo,900473537,Acpm Corrientazo Ingenio - Turbo,3.718888867,3,2400,2400,1.718888867,0.8594444333,🟡 Atención,No,Mejorando,7.116667,2.3066666,,1.733333
Mr Beast Burger - Turbo,900405269,Mr Beast Barranquilla Norte - Turbo Urgencias Eps Sanitas 284,3.706801981,4,2400,2400,1.706801981,0.8534009907,🟡 Atención,No,Estable,3.351282077,4.45,3.233333182,3.792592667
Pret Sandwich Bistro - Turbo,900442051,Pret Sandwich Bistro Colina - Turbo,3.644444583,2,2700,2700,1.644444583,0.8222222917,🟡 Atención,No,Mejorando,,4.6833335,2.605555667,
Ñamgucheria Sandwiches - Turbo,900473581,Ñamguchería Ingenio Calle 83c - Turbo,3.636126419,4,2400,2400,1.636126419,0.8180632096,🟡 Atención,No,Estable,5.15,2.189743692,2.633333556,4.571428429
Ñamgucheria Sandwiches - Turbo,900481992,Ñamguchería Cartagena - Turbo,3.632638902,4,2700,2700,1.632638902,0.8163194511,🟡 Atención,No,Empeorando,3.205555583,3.125,4.116666692,4.083333333
Ñamgucheria Sandwiches - Turbo,900439228,Ñamguchería Colina - Turbo,3.61529735,4,2400,2400,1.61529735,0.8076486749,🟡 Atención,No,Estable,3.305882471,3.817222267,3.498611083,3.839473579
Almuerzos D´la Casa - Turbo,900471212,Almuerzos D´la Casa - Colina - Turbo,3.595833267,4,2400,2400,1.595833267,0.7979166333,🟡 Atención,No,Empeorando,2.383333,2.0333334,3.461111,6.505555667
Green House Fd - Turbo,900463819,Green House Cl 109 - Turbo,3.592263626,4,2400,2400,1.592263626,0.796131813,🟡 Atención,No,Mejorando,4.632017526,3.5766666,3.350370378,2.81
Pret Sandwich Bistro - Turbo,900473669,Pret Sandwich Bistro Kennedy - Turbo,3.5916665,2,3000,3000,1.5916665,0.79583325,🟡 Atención,No,Sin datos suficientes,4.25,2.933333,,
Brunch & Munch - Turbo,900409672,Brunch & Munch Chapinero - Turbo,3.587243831,4,2400,2400,1.587243831,0.7936219154,🟡 Atención,No,Estable,4.302546292,2.880392118,3.450438645,3.715598269
Burritos & Co - Turbo,900410573,Burritos And Co Cali - Turbo,3.581031779,4,2400,2400,1.581031779,0.7905158893,🟡 Atención,No,Estable,3.365,4.200000091,4.197222167,2.561904857
The Breakfast Club - Turbo,900475286,The Breakfast Club Calle 93 - Turbo,3.557453736,4,2700,2700,1.557453736,0.7787268681,🟡 Atención,No,Empeorando,2.442592444,2.138889,4.5716667,5.0766668
Honest Food Fdl - Turbo,900472137,Honest Food Chapinero - Turbo,3.555252145,4,2700,2700,1.555252145,0.7776260726,🟡 Atención,No,Mejorando,4.576388889,4.227027081,3.05,2.367592611
Cinnabon - Turbo,900407398,Cinnabon Santa Mónica (Cali Norte) - Turbo,3.529536963,4,3000,3000,1.529536963,0.7647684813,🟡 Atención,No,Empeorando,3.797222167,2.4616666,6.059259333,1.79999975
Casa Arabe - Turbo,900477846,Casa Árabe Ingenio - Turbo,3.527777667,3,2700,2700,1.527777667,0.7638888333,🟡 Atención,No,Estable,,3.066667,4.083333,3.433333
Desayunos de la Abuela - Turbo,900446320,Desayunos de la Abuela Chico - Turbo,3.498446974,4,3000,3000,1.498446974,0.749223487,🟡 Atención,No,Empeorando,1.36,3.041666714,4.38,5.212121182
Mr Beast Burger - Turbo,900488966,Mr Beast Burger Arrecife - Turbo,3.492937154,4,2700,2700,1.492937154,0.746468577,🟡 Atención,No,Mejorando,4.187581706,4.644326277,2.041156449,3.098684184
The Breakfast Club - Turbo,900463743,The Breakfast Club Cl 109 - Turbo,3.492901758,4,2400,2400,1.492901758,0.7464508789,🟡 Atención,No,Mejorando,5.046428643,4.871296444,2.221739087,1.832142857
Desayunos de la Abuela - Turbo,900446310,Desayunos de la Abuela Colina - Turbo,3.489338212,4,2400,2400,1.489338212,0.7446691062,🟡 Atención,No,Mejorando,4.330555333,4.115686294,1.396296333,4.114814889
La Cuadra - Turbo,900420510,La Cuadra - Colina - Turbo,3.483214374,4,2400,2400,1.483214374,0.7416071871,🟡 Atención,No,Mejorando,2.7708335,5.062500125,0.7261905714,5.3733333
The Breakfast Club - Turbo,900475284,The Breakfast Club Chapinero - Turbo,3.479828183,4,2700,2700,1.479828183,0.7399140917,🟡 Atención,No,Estable,1.962745088,4.549224884,3.12129625,4.286046512
The Breakfast Club - Turbo,900475213,The Breakfast Club Chico - Turbo,3.474688897,4,2700,2700,1.474688897,0.7373444487,🟡 Atención,No,Empeorando,2.11666681,3.463636364,4.369841333,3.948611083
Selvatiko. - Turbo,900475359,Selvatiko Cl 109 - Turbo,3.465277833,3,2700,2700,1.465277833,0.7326389167,🟡 Atención,No,Mejorando,3.6458335,4.5,2.25,
La Cuadra - Turbo,900420509,La Cuadra - Kennedy - Turbo,3.465017334,4,2700,2700,1.465017334,0.7325086672,🟡 Atención,No,Mejorando,3.058333167,6.7944444,2.262500083,1.744791688
Desayunos de la Abuela - Turbo,900446311,Desayunos de la Abuela Chapinero - Turbo,3.454123393,4,2700,2700,1.454123393,0.7270616966,🟡 Atención,No,Empeorando,3.08030303,2.255714286,3.431904829,5.048571429
Desayunos de la Abuela - Turbo,900463744,Desayunos de la Abuela Cl 109 - Turbo,3.421135556,4,2400,2400,1.421135556,0.7105677782,🟡 Atención,No,Mejorando,3.78645825,5.07133332,3.069607941,1.757142714
Avocalia Turbo,900407400,Avocalia Santa Monica - Cali - Turbo,3.416585264,4,2700,2700,1.416585264,0.708292632,🟡 Atención,No,Estable,3.088372163,3.919047635,3.780851021,2.878070237
Numa Cocina Mediterranea - Turbo,900463747,Numa Cocina Mediterranea Chapinero - Turbo,3.403015686,3,2400,2400,1.403015686,0.7015078429,🟡 Atención,No,Mejorando,4.502380857,5.3233332,0.383333,
Ñamgucheria Sandwiches - Turbo,900473584,Ñamguchería Andes - Turbo,3.381025484,4,2400,2400,1.381025484,0.6905127418,🟡 Atención,No,Estable,3.338095357,3.039247258,2.695833375,4.450925944
Local Cocina Consciente - Turbo,900477097,Local - Cocina Consciente San Fernando - Turbo,3.375,3,2400,2400,1.375,0.6875,🟡 Atención,No,Mejorando,1.825,6.3,2,
Alba Vegetarian - Turbo,900443009,Alba Vegetarian - Chapinero - Turbo,3.337499928,4,2700,2700,1.337499928,0.6687499639,🟡 Atención,No,Empeorando,2.327777778,2.8966666,5.205555333,2.92
Monteverde - Turbo,900450778,Monteverde Santa Monica - Turbo,3.26083335,4,2400,2400,1.26083335,0.630416675,🟡 Atención,No,Mejorando,1.8,5.6166668,4.3666665,1.2600001
la Cuadra Desayunos Caseros - Turbo,900464912,La Cuadra Desayunos Caseros Chapinero - Turbo,3.241667,2,2400,2400,1.241667,0.6208335,🟡 Atención,No,Sin datos suficientes,1.916667,4.566667,,
Bottaniko - Turbo,900464153,Bottaniko Cl 109 - Turbo,3.237037056,3,3000,3000,1.237037056,0.6185185278,🟡 Atención,No,Estable,2.8166665,3.544444667,3.35,
Desayunos de la Abuela - Turbo,900473560,Desayunos de la Abuela Kennedy - Turbo,3.197291763,4,2400,2400,1.197291763,0.5986458813,🟡 Atención,No,Estable,1.71,4.9666668,1.85,4.26250025
Avocalia Turbo,900409671,Avocalia Chapinero - Turbo,3.182006126,4,2700,2700,1.182006126,0.5910030632,🟡 Atención,No,Estable,3.098393566,3.704947875,2.561458391,3.363224674
Dembow - Turbo,900473649,Dembow - Calle 93 - Turbo,3.180555667,3,2700,2700,1.180555667,0.5902778333,🟡 Atención,No,Mejorando,,5.566667,3.975,0
House Of Salads - Turbo,900476069,House Of Salads Ingenio - Turbo,3.177083375,4,2400,2400,1.177083375,0.5885416875,🟡 Atención,No,Mejorando,6.75,0.4833335,1.8,3.675
Foodology Court - Turbo,900465138,Foodology Cl 109 - Turbo Cl. 109 #15-28,3.162963,3,3000,3000,1.162963,0.5814815,🟡 Atención,No,Mejorando,4.588889,2.45,,2.45
Cacerola - Turbo,900416210,Cacerola Barranquilla - Turbo,3.126388917,4,2700,2700,1.126388917,0.5631944583,🟡 Atención,No,Empeorando,0,1.380555667,11.125,0
Brunch & Munch - Turbo,900405255,Brunch & Munch Barranquilla - Turbo,3.117116667,4,2400,2400,1.117116667,0.5585583333,🟡 Atención,No,Estable,2.836363636,2.774603238,4.3616665,2.495833292
Mr Beast Burger - Turbo,900409677,Mr Beast Castellana - Turbo,3.106346023,4,2400,2400,1.106346023,0.5531730116,🟡 Atención,No,Estable,3.4925001,3.070138875,2.354902059,3.507843059
Alba Vegetarian - Turbo,900443011,Alba Vegetarian - Santa Monica - Turbo,3.101388833,4,3000,3000,1.101388833,0.5506944167,🟡 Atención,No,Empeorando,1.3916665,3.044444333,6.25,1.7194445
Mr Beast Burger - Turbo,900420302,Mr Beast Colina - Turbo,3.08308883,4,2400,2400,1.08308883,0.541544415,🟡 Atención,No,Mejorando,2.838288297,4.195578265,2.318918919,2.979569839
Desayunos de la Abuela - Turbo,900472679,Desayunos de la Abuela Ingenio - Turbo,3.07916675,2,2700,2700,1.07916675,0.539583375,🟡 Atención,No,Mejorando,3.7083335,,,2.45
Honest Food Fdl - Turbo,900463745,Honest Food Cl 109 - Turbo,3.078854559,4,2700,2700,1.078854559,0.5394272793,🟡 Atención,No,Mejorando,4.607526839,3.722413793,2.157407444,1.828070158
House Of Salads - Turbo,900481978,House Of Salads Cartagena - Turbo,3.077777833,4,3000,3000,1.077777833,0.5388889167,🟡 Atención,No,Estable,1.255555667,4.844444667,3.711111,2.5
Cacerola - Turbo,900416208,Cacerola - Villa del Prado  - Turbo,3.060416625,4,2400,2400,1.060416625,0.5302083125,🟡 Atención,No,Empeorando,0.4083335,0.183333,9,2.65
Foodology Court - Turbo,900465150,Foodology Barranquilla Nte - Turbo Cra. 45 #85-168,3.041666667,4,2700,2700,1.041666667,0.5208333333,🟡 Atención,No,Mejorando,3.966667,4.938888667,1.827778,1.433333
Ñamgucheria Sandwiches - Turbo,900439229,Ñamguchería Castellana - Turbo,3.026182899,4,2400,2400,1.026182899,0.5130914494,🟡 Atención,No,Estable,2.68999992,2.663809486,3.746376826,3.004545364
Green House Fd - Turbo,900438452,Green House Chapinero - Turbo,3.020695922,4,2700,2700,1.020695922,0.5103479611,🟡 Atención,No,Estable,2.770643886,3.595327121,2.737242778,2.979569903
Burritos & Co - Turbo,900420642,Burritos And Co - Kennedy - Turbo,3.015541995,4,2700,2700,1.015541995,0.5077709974,🟡 Atención,No,Mejorando,2.906535961,5.504609915,2.092198574,1.558823529
The Breakfast Club - Turbo,900475281,The Breakfast Club Colina - Turbo,2.981816709,4,2400,2400,0.9818167086,0.4909083543,🟡 Atención,No,Mejorando,1.606862765,5.176811565,2.350925944,2.79266656
Green House Fd - Turbo,900438446,Green House Kennedy - Turbo,2.971942606,4,2700,2700,0.9719426063,0.4859713031,🟡 Atención,No,Mejorando,3.79666668,4.533333296,1.956790037,1.600980412
Ñamgucheria Sandwiches - Turbo,900488970,Ñamgucheria Arrecife - Turbo,2.9550829,4,2700,2700,0.9550829001,0.47754145,🟡 Atención,No,Estable,2.23416665,3.505000033,3.338636227,2.74252869
Bottaniko - Turbo,900443509,Bottaniko Santa Monica - Cali - Turbo,2.926851667,3,2700,2700,0.9268516667,0.4634258333,🟡 Atención,No,Empeorando,2.405555333,2.699999667,3.675,
Desayunos de la Abuela - Turbo,900446308,Desayunos de la Abuela Barranquilla - Turbo CHURNEADO,2.91473835,4,2700,2700,0.9147383503,0.4573691751,🟡 Atención,No,Estable,3.377586103,2.247979788,4.488690464,1.544697045
Desayunos de la Abuela - Turbo,900446318,Desayunos de la Abuela Villa Del Prado - Turbo,2.906379144,4,2400,2400,0.9063791438,0.4531895719,🟡 Atención,No,Estable,1.457407444,4.157692231,2.7333334,3.2770835
