Semana,Ciudad,Marca,Store ID,Store Name,Cocina,Avg RTWT (limpio),Current Size (m),Final Size (m)
8/6/2026,Cali,Get Smashed Burgers - Turbo,CO900416430,Get Smash Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
8/6/2026,Cali,Local Cocina Consciente - Turbo,CO900477100,Local - Cocina Consciente Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
8/6/2026,Cali,la Cuadra Desayunos Caseros - Turbo,CO900473694,la Cuadra Desayunos Caceros - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Numa Cocina Mediterranea - Turbo,CO900476060,Cocina Mediterranea Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Alba Vegetarian - Turbo,CO900472649,Alba Vegetarian - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,The Breakfast Club - Turbo,CO900475209,The Breakfast Club Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Frost By Oreo - Turbo,CO900475353,Frost By Oreo Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Bottaniko - Turbo,CO900472880,Bottaniko - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,House Of Salads - Turbo,CO900476069,House Of Salads Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Burrito Cantina - Turbo,CO900473552,Burrito Cantina Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Cacerola - Turbo,CO900472659,Cacerola - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Almuerzos D´la Casa - Turbo,CO900475128,Almuerzos D` la Casa - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Acpm Corrientazo - Turbo,CO900473537,Acpm Corrientazo Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Monteverde - Turbo,CO900476067,Monteverde Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Selvatiko. - Turbo,CO900472668,Selvatiko. Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Desayuno Mi Tierrita - Turbo,CO900473558,Desayunos Mi Tierrita - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Mañanero Diario - Turbo,CO900475198,Mañanero Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Pret Sandwich Bistro - Turbo,CO900472664,Pret Sandwich Bistro Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Doritos Locos By Dorito - Turbo,CO900473562,Doritos Locos By Dorito Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Señor Burrito. - Turbo,CO900473587,Señor Burrito - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Dembow - Turbo,CO900473657,Dembow - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,la Panquequeria - Turbo,CO900482235,La Panquequería San Fernando - Turbo,San Fernando,,2400.0,2400.0
8/6/2026,Cali,Señor Burrito. - Turbo,CO900465170,Señor Burrito Tienda Padre - Turbo,Otra,,2400.0,2400.0
8/6/2026,Cali,Green House Fd - Turbo,CO900481561,Green House Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,la Panquequeria - Turbo,CO900482247,La Panquequería Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
8/6/2026,Cali,Get Smashed Burgers - Turbo,CO900473576,Get Smashed Burgers Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,La Cuadra - Turbo,CO900473137,la Cuadra - Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,Burger Lane - Turbo,CO900442993,Burger Lane San Fernando - Turbo,San Fernando,,2400.0,2400.0
8/6/2026,Cali,Burger Lane - Turbo,CO900442998,Burger Lane Cali Norte - Turbo Calle 34 Norte 2Bn 33 358,Otra,,2400.0,2400.0
8/6/2026,Cali,Local Cocina Consciente - Turbo,CO900481556,Local - Cocina Consciente Ingenio - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cali,la Panquequeria - Turbo,CO900482246,La Panquequería Ingenio Calle 83C - Turbo,Ingenio,,2400.0,2400.0
8/6/2026,Cartagena,Mañanero Diario - Turbo,CO900481971,Mañanero Cartagena - Turbo,Cartagena,,2400.0,2400.0
8/6/2026,Cartagena,Dembow - Turbo,CO900481376,Dembow - Cartagena - Turbo,Cartagena,,3000.0,3000.0
8/6/2026,Cartagena,Foodology Court - Turbo,CO900481814,Foodology Cartagena - Turbo,Cartagena,,2400.0,2400.0
8/6/2026,Cartagena,Local Cocina Consciente - Turbo,CO900481977,Local - Cocina Consciente Cartagena - Turbo,Cartagena,,3000.0,3000.0
8/6/2026,Cartagena,Get Smashed Burgers - Turbo,CO900481818,Get Smashed Burgers Cartagena - Turbo,Cartagena,,3000.0,3000.0
8/6/2026,Cartagena,Cacerola - Turbo,CO900481042,Cacerola - Cartagena - Turbo,Cartagena,,2400.0,2400.0
8/6/2026,Cartagena,Sanduches el Jefe - Turbo,CO900483661,Sandwich el Jefe Cartagena - Turbo,Cartagena,,2400.0,2400.0
8/6/2026,Medellín,Ihop - Turbo,CO900420701,Ihop Manila - Turbo,Manila,,3000.0,3000.0
8/6/2026,Medellín,Doritos Locos By Dorito - Turbo,CO900472108,Doritos Locos By Dorito Manila - Turbo,Manila,,3000.0,3000.0
8/6/2026,Medellín,Get Smashed Burgers - Turbo,CO900416437,Get Smash Manila - Turbo,Manila,,3000.0,3000.0
8/6/2026,Medellín,The Crunch Pizza - Turbo,CO900416183,The Crunch Manila - Turbo,Manila,,3000.0,3000.0
8/6/2026,Medellín,Numa Cocina Mediterranea - Turbo,CO900463756,Cocina Mediterranea Manila - Turbo,Manila,,3000.0,3000.0
8/6/2026,Medellín,Doritos Locos By Dorito - Turbo,CO900472101,Doritos Locos By Dorito Laureles - Turbo,Laureles,,2400.0,2400.0
8/6/2026,Medellín,Get Smashed Burgers - Turbo,CO900416436,Get Smash Laureles - Turbo,Laureles,,2400.0,2400.0
8/6/2026,Medellín,Ihop - Turbo,CO900420699,Ihop Laureles - Turbo,Laureles,,2400.0,2400.0
8/6/2026,Medellín,The Crunch Pizza - Turbo,CO900416184,The Crunch Laureles - Turbo,Laureles,,2400.0,2400.0
8/6/2026,Medellín,Local Cocina Consciente - Turbo,CO900477099,Local - Cocina Consciente Laureles - Turbo,Laureles,,2400.0,2400.0
8/6/2026,Medellín,Green House Fd - Turbo,CO900481563,Green House Manila - Turbo,Manila,,2400.0,2400.0
8/6/2026,Medellín,la Panquequeria - Turbo,CO900482233,La Panquequería Manila - Turbo,Manila,,2400.0,2400.0
8/6/2026,Medellín,Bottaniko - Turbo,CO900472879,Bottaniko - Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Monteverde - Turbo,CO900476068,Monteverde Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Pret Sandwich Bistro - Turbo,CO900472665,Pret Sandwich Bistro Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,The Breakfast Club - Turbo,CO900475282,The Breakfast Club Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,la Panquequeria - Turbo,CO900482240,La Panquequería Laureles - Turbo,Laureles,,2400.0,2400.0
8/6/2026,Medellín,la Cuadra Desayunos Caseros - Turbo,CO900473693,la Cuadra Desayunos Caseros Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Desayunos de la Abuela - Turbo,CO900472678,Desayunos de la Abuela Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Desayuno Mi Tierrita - Turbo,CO900473557,Desayuno Mi Tierrita Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Que Chicken By Robegrill - Turbo,CO900424250,Qué Chicken Manila - Turbo,Manila,,2400.0,2400.0
8/6/2026,Medellín,Cacerola - Turbo,CO900472657,Cacerola - Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Cinnabon - Turbo,CO900475802,Cinnabon Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Green House Fd - Turbo,CO900481562,Green House Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Mr Beast Burger - Turbo,CO900428939,Mr Beast Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Local Cocina Consciente - Turbo,CO900481557,Local - Cocina Consciente Manila - Turbo,Manila,,2400.0,2400.0
8/6/2026,Medellín,Almuerzos D´la Casa - Turbo,CO900483393,Almuerzos D´la Casa - Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Local Cocina Consciente - Turbo,CO900477098,Local - Cocina Consciente Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Dembow - Turbo,CO900473652,Dembow - Envigado - Turbo Carrera 42 #40c Sur-29,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Doritos Locos By Dorito - Turbo,CO900473564,Doritos Locos By Dorito Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Numa Cocina Mediterranea - Turbo,CO900476059,Cocina Mediterranea Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Ñamgucheria Sandwiches - Turbo,CO900473583,Ñamguchería Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,la Panquequeria - Turbo,CO900482234,La Panquequería Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Mañanero Diario - Turbo,CO900475201,Mañanero Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Acpm Corrientazo - Turbo,CO900473538,Acpm Corrientazo Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Foodology Court - Turbo,CO900473568,Foodology Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Selvatiko. - Turbo,CO900472669,Selvatiko. Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Alba Vegetarian - Turbo,CO900472648,Alba Vegetarian - Envigado Carrera 42 #40C 301 - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,House Of Salads - Turbo,CO900476072,House Of Salads Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Vicio - Turbo,CO900428425,Vicio Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Señor Burrito. - Turbo,CO900473588,Señor Burrito Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Get Smashed Burgers - Turbo,CO900473575,Get Smashed Burgers Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Honest Food Fdl - Turbo,CO900475460,Honest Food Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Medellín,Burrito Cantina - Turbo,CO900473551,Burrito Cantina Envigado - Turbo,Envigado,,2400.0,2400.0
8/6/2026,Pereira,Burger Lane - Turbo,CO900442994,Burger Lane Pereira - Turbo,Otra,,1000,1000
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900420520,Brunch And Munch - Colina - Turbo,Colina,9.68,2400.0,1000
15/6/2026,Cali,Brunch & Munch - Turbo,CO900405252,Brunch & Munch Cali - San Fernando - Turbo,San Fernando,9.64,2400.0,2400.0
15/6/2026,Cali,Desayuno Mi Tierrita - Turbo,CO900465165,Desayuno Mi Tierrita Santa Monica Cali - Turbo,Santa Mónica,9.39,2400.0,2400.0
15/6/2026,Bogotá,Dembow - Turbo,CO900475131,Dembow Cl 109 - Turbo,Calle 109,8.58,2400.0,2400.0
15/6/2026,Bogotá,Dembow - Turbo,CO900473653,Dembow - Kennedy - Turbo,Kennedy,8.47,3000.0,3000.0
15/6/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900476019,Desayuno Mi Tierrita Chico - Turbo,Chicó,7.95,2400.0,2400.0
15/6/2026,Bogotá,Local Cocina Consciente - Turbo,CO900489031,Local Cocina Consciente Arrecife - Turbo,Arrecife,7.92,3000.0,3000.0
15/6/2026,Bogotá,Alba Vegetarian - Turbo,CO900443013,Alba Vegetarian - Colina - Turbo Carrera 53  264,Colina,7.59,2700.0,2700.0
15/6/2026,Bogotá,Mr Beast Burger - Turbo,CO900477182,Mr Beast Chico - Turbo,Chicó,7.43,2400.0,2400.0
15/6/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900464390,Desayuno Mi Tierrita Cl 109 - Turbo,Calle 109,7.33,2400.0,2400.0
15/6/2026,Cali,Brunch & Munch - Turbo,CO900472747,Brunch & Munch - Ingenio - Turbo,Ingenio,7.25,2400.0,2400.0
15/6/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446310,Desayunos de la Abuela Colina - Turbo,Colina,7.13,2400.0,2400.0
15/6/2026,Bogotá,Selvatiko. - Turbo,CO900465173,Selvatiko. 93 - Turbo,Parque 93 / Castellana,6.98,2400.0,2400.0
15/6/2026,Cali,Mr Beast Burger - Turbo,CO900405272,Mr Beast San Fernando - Turbo,San Fernando,6.92,2400.0,2400.0
15/6/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446320,Desayunos de la Abuela Chico - Turbo,Chicó,6.87,2700.0,2700.0
15/6/2026,Bogotá,The Breakfast Club - Turbo,CO900475281,The Breakfast Club Colina - Turbo,Colina,6.69,2400.0,2400.0
15/6/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900488968,Numa Cocina Mediterranea Arrecife - Turbo,Arrecife,6.64,3000.0,3000.0
15/6/2026,Bogotá,The Breakfast Club - Turbo,CO900463743,The Breakfast Club Cl 109 - Turbo,Calle 109,6.62,2400.0,2400.0
15/6/2026,Bogotá,Cacerola - Turbo,CO900473673,Cacerola - Colina - Turbo,Colina,6.42,2400.0,2400.0
15/6/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900440314,Ñamgucheria Chicó - Turbo,Chicó,6.31,2400.0,2400.0
15/6/2026,Bogotá,Mr Beast Burger - Turbo,CO900420302,Mr Beast Colina - Turbo,Colina,6.28,2400.0,2400.0
15/6/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900465158,Desayuno Mi Tierrita Usaquén - Turbo,Usaquén,6.23,2400.0,2400.0
15/6/2026,Cali,Desayunos de la Abuela - Turbo,CO900446306,Desayunos de la Abuela San Fernando - Turbo,San Fernando,5.88,2400.0,2400.0
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900409673,Brunch & Munch Castellana - Turbo,Parque 93 / Castellana,5.74,2400.0,2400.0
15/6/2026,Barranquilla,Desayuno Mi Tierrita - Turbo,CO900465156,Desayuno Mi Tierrita Barranquilla - Turbo,Barranquilla,5.63,2400.0,2400.0
15/6/2026,Cali,Cacerola - Turbo,CO900416207,Cacerola Santa Monica - Cali - Turbo,Santa Mónica,5.63,2400.0,2700.0
15/6/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900442051,Pret Sandwich Bistro Colina - Turbo,Colina,5.58,2400.0,2400.0
15/6/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900439228,Ñamguchería Colina - Turbo,Colina,5.57,2400.0,2400.0
15/6/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463764,Numa - Cocina Mediterranea Colina - Turbo,Colina,5.48,2400.0,2400.0
15/6/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900470908,La Cuadra Desayunos Caseros Kennedy - Turbo,Kennedy,5.47,2400.0,2400.0
15/6/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900467499,La Cuadra Desayunos Caceros - Villa del Prado - Turbo,Villa del Prado,5.41,2400.0,2400.0
15/6/2026,Bogotá,Honest Food Fdl - Turbo,CO900488848,Honest Food Arrecife - Turbo,Arrecife,5.41,3000.0,3000.0
15/6/2026,Cali,Ñamgucheria Sandwiches - Turbo,CO900439227,Ñamguchería San Fernando - Turbo,San Fernando,5.39,2400.0,2400.0
15/6/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900439230,Ñamguchería Villa del Prado - Turbo,Villa del Prado,5.35,2400.0,2400.0
15/6/2026,Cali,Foodology Court - Turbo,CO900465152,Foodology Santa Mónica Clo - Turbo Calle 34 Norte 2bn 33,Santa Mónica,5.35,2700.0,2700.0
15/6/2026,Cali,Dembow - Turbo,CO900473655,Dembow - San Fernando - Turbo,San Fernando,5.27,2400.0,2700.0
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900465171,Brunch & Munch Cl 109 - Turbo,Calle 109,5.26,2400.0,2400.0
15/6/2026,Bogotá,Burritos & Co - Turbo,CO900476014,Burritos & Co Chico - Turbo,Chicó,5.24,2700.0,2700.0
15/6/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900463744,Desayunos de la Abuela Cl 109 - Turbo,Calle 109,5.22,2400.0,2400.0
15/6/2026,Cali,Mr Beast Burger - Turbo,CO900407413,Mr Beast Santa Mónica (Cali Norte) - Turbo,Santa Mónica,5.15,2400.0,2400.0
15/6/2026,Bogotá,The Breakfast Club - Turbo,CO900475213,The Breakfast Club Chico - Turbo,Chicó,4.99,2400.0,2400.0
15/6/2026,Bogotá,The Breakfast Club - Turbo,CO900475286,The Breakfast Club Calle 93 - Turbo,Parque 93 / Castellana,4.98,2400.0,3000.0
15/6/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900463788,Ñamgucheria Cl 109 - Turbo,Calle 109,4.93,2400.0,2400.0
15/6/2026,Cali,Monteverde - Turbo,CO900450778,Monteverde Santa Monica - Turbo,Santa Mónica,4.92,2400.0,2400.0
15/6/2026,Bogotá,Mr Beast Burger - Turbo,CO900475371,Mr Beast Cl 109 - Turbo,Calle 109,4.87,2400.0,2400.0
15/6/2026,Medellín,Numa Cocina Mediterranea - Turbo,CO900463749,Cocina Mediterranea Laureles - Turbo,Laureles,4.85,2400.0,2400.0
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900420483,Brunch & Munch - Chicó - Turbo,Chicó,4.81,2400.0,2400.0
15/6/2026,Bogotá,Foodology Court - Turbo,CO900465145,Foodology Colina - Turbo Carrera 53 #137a-26,Colina,4.76,2400.0,2400.0
15/6/2026,Cali,Desayunos de la Abuela - Turbo,CO900446316,Desayunos de la Abuela Santa Monica - Turbo,Santa Mónica,4.72,2400.0,2400.0
15/6/2026,Bucaramanga,Brunch & Munch - Turbo,CO900426741,Brunch & Munch Bucaramanga - Turbo,Cabecera (Bga),4.67,2400.0,2700.0
15/6/2026,Cali,Green House Fd - Turbo,CO900438450,Green House Santa Monica - Turbo,Santa Mónica,4.67,3000.0,3000.0
15/6/2026,Bogotá,Señor Burrito. - Turbo,CO900488996,Señor Burrito Arrecife - Turbo,Arrecife,4.63,3000.0,3000.0
15/6/2026,Bogotá,Cacerola - Turbo,CO900473674,Cacerola - Kennedy - Turbo,Kennedy,4.63,2400.0,2400.0
15/6/2026,Bogotá,Cinnabon - Turbo,CO900476080,Cinnabon Colina - Turbo,Colina,4.61,2400.0,2400.0
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900488275,Brunch & Munch Arrecife - Turbo,Arrecife,4.58,3000.0,3000.0
15/6/2026,Bogotá,Green House Fd - Turbo,CO900488845,Green House Arrecife - Turbo,Arrecife,4.57,3000.0,3000.0
15/6/2026,Medellín,Cacerola - Turbo,CO900416211,Cacerola Laureles - Turbo,Laureles,4.54,2700.0,2700.0
15/6/2026,Medellín,la Cuadra Desayunos Caseros - Turbo,CO900470909,La Cuadra Desayunos Caseros Laureles - Turbo,Laureles,4.49,2700.0,2700.0
15/6/2026,Bogotá,Dembow - Turbo,CO900473656,Dembow - Usaquen - Turbo,Usaquén,4.47,2400.0,2700.0
15/6/2026,Bogotá,Mr Beast Burger - Turbo,CO900409678,Mr Beast Chapinero - Turbo,Chapinero,4.47,2400.0,2400.0
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900410119,Brunch & Munch Villa del Prado  - Turbo,Villa del Prado,4.45,2400.0,2700.0
15/6/2026,Cali,Honest Food Fdl - Turbo,CO900472144,Honest Food Santa Monica - Turbo,Santa Mónica,4.43,2400.0,2400.0
15/6/2026,Bogotá,La Cuadra - Turbo,CO900420510,La Cuadra - Colina - Turbo,Colina,4.42,2400.0,2400.0
15/6/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463746,Numa Cocina Mediterranea Calle 93 - Turbo,Parque 93 / Castellana,4.42,2400.0,2400.0
15/6/2026,Bogotá,Dembow - Turbo,CO900473645,Dembow - Chapinero - Turbo,Chapinero,4.37,2400.0,2400.0
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900420519,Brunch And Munch - Kennedy - Turbo,Kennedy,4.35,2400.0,2400.0
15/6/2026,Bogotá,Sanduches el Jefe - Turbo,CO900419503,Sandwich El Jefe Castellana - Turbo,Parque 93 / Castellana,4.35,2400.0,2400.0
15/6/2026,Barranquilla,Sanduches el Jefe - Turbo,CO900419499,Sandwich el Jefe Barranquilla - Turbo Cra. 45  353,Barranquilla,4.34,2400.0,2400.0
15/6/2026,Bogotá,The Breakfast Club - Turbo,CO900475287,The Breakfast Club Villa Del Prado - Turbo,Villa del Prado,4.34,2400.0,2400.0
15/6/2026,Cali,Foodology Court - Turbo,CO900465149,Foodology San Fernando - Turbo Carrera 38 #5e-9,San Fernando,4.32,2400.0,3000.0
15/6/2026,Barranquilla,Mr Beast Burger - Turbo,CO900405269,Mr Beast Barranquilla Norte - Turbo Urgencias Eps Sanitas 284,Barranquilla,4.27,2400.0,2400.0
15/6/2026,Bogotá,Honest Food Fdl - Turbo,CO900472142,Honest Food Colina - Turbo,Colina,4.27,2400.0,2400.0
15/6/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900473560,Desayunos de la Abuela Kennedy - Turbo,Kennedy,4.27,2400.0,2400.0
15/6/2026,Bucaramanga,The Breakfast Club - Turbo,CO900475208,The Breakfast Club Cabecera - Turbo,Cabecera (Bga),4.27,2700.0,2700.0
15/6/2026,Bogotá,La Cuadra - Turbo,CO900416198,La Cuadra - Villa del Prado - Turbo,Villa del Prado,4.24,2400.0,2400.0
15/6/2026,Medellín,Mr Beast Burger - Turbo,CO900405270,Mr Beast Laureles - Turbo,Laureles,4.17,2700.0,2700.0
15/6/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446318,Desayunos de la Abuela Villa Del Prado - Turbo,Villa del Prado,4.16,2400.0,2400.0
15/6/2026,Bogotá,Dembow - Turbo,CO900473651,Dembow - Villa Del Prado - Turbo,Villa del Prado,3.98,2700.0,2700.0
15/6/2026,Bogotá,Sanduches el Jefe - Turbo,CO900419501,Sandwich el Jefe Villa Del Prado - Turbo Carrera 55  243,Villa del Prado,3.96,2700.0,2700.0
15/6/2026,Bogotá,Foodology Court - Turbo,CO900465148,Foodology 93 - Turbo Calle 93 #45a-16,Parque 93 / Castellana,3.94,2400.0,2400.0
15/6/2026,Medellín,Honest Food Fdl - Turbo,CO900472132,Honest Food Laureles - Turbo,Laureles,3.93,2700.0,2700.0
15/6/2026,Bucaramanga,Foodology Court - Turbo,CO900465153,Foodology Cabecera - Turbo,Cabecera (Bga),3.88,3000.0,3000.0
15/6/2026,Cali,The Breakfast Club - Turbo,CO900475288,The Breakfast Club San Fernando - Turbo,San Fernando,3.86,2400.0,2400.0
15/6/2026,Bogotá,Acpm Corrientazo - Turbo,CO900467513,Acpm Corrientazo Colina - Turbo,Colina,3.85,2400.0,2400.0
15/6/2026,Bogotá,Cinnabon - Turbo,CO900415448,Cinnabon Chicó - Turbo,Chicó,3.84,2700.0,2700.0
15/6/2026,Bogotá,Honest Food Fdl - Turbo,CO900475462,Honest Food Kennedy - Turbo,Kennedy,3.84,2400.0,2700.0
15/6/2026,Bogotá,Sanduches el Jefe - Turbo,CO900420513,Sandwich el Jefe Kennedy - Turbo,Kennedy,3.83,2700.0,2700.0
15/6/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900470911,La Cuadra Desayunos Caseros Andes - Turbo,Andes,3.83,2400.0,2400.0
15/6/2026,Barranquilla,Dembow - Turbo,CO900473647,Dembow - Barranquilla Nte - Turbo,Barranquilla,3.82,3000.0,3000.0
15/6/2026,Bogotá,Avocalia Turbo,CO900488273,Avocalia Arrecife - Turbo,Arrecife,3.82,3000.0,3000.0
15/6/2026,Bogotá,Avocalia Turbo,CO900420305,Avocalia - Colina - Turbo,Colina,3.82,2400.0,2700.0
15/6/2026,Cali,Monteverde - Turbo,CO900450772,Monteverde San Fernando - Turbo,San Fernando,3.81,2700.0,2700.0
15/6/2026,Medellín,Dembow - Turbo,CO900473644,Dembow - Manila - Turbo,Manila,3.81,3000.0,3000.0
15/6/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900470306,Pret Sandwich Bistro Chico - Turbo,Chicó,3.76,2700.0,2700.0
15/6/2026,Bogotá,Selvatiko. - Turbo,CO900476479,Selvatiko Chico - Turbo,Chicó,3.75,3000.0,3000.0
15/6/2026,Cali,Honest Food Fdl - Turbo,CO900472139,Honest Food San Fernando - Turbo,San Fernando,3.75,2700.0,2700.0
15/6/2026,Bogotá,Selvatiko. - Turbo,CO900475124,Selvatiko. Colina - Turbo,Colina,3.74,3000.0,3000.0
15/6/2026,Bogotá,Bottaniko - Turbo,CO900443508,Bottaniko - Cll 93 - Turbo,Parque 93 / Castellana,3.73,2400.0,2400.0
15/6/2026,Barranquilla,The Breakfast Club - Turbo,CO900475211,The Breakfast Club Barranquilla - Turbo,Barranquilla,3.71,2700.0,2700.0
15/6/2026,Bucaramanga,Numa Cocina Mediterranea - Turbo,CO900463748,Cocina Mediterranea Cabecera - Turbo,Cabecera (Bga),3.71,2400.0,2700.0
15/6/2026,Cali,Avocalia Turbo,CO900407400,Avocalia Santa Monica - Cali - Turbo,Santa Mónica,3.69,2700.0,2700.0
15/6/2026,Bogotá,Alba Vegetarian - Turbo,CO900475346,Alba Vegetarian Chico - Turbo,Chicó,3.68,3000.0,3000.0
15/6/2026,Cali,Burritos & Co - Turbo,CO900410573,Burritos And Co Cali - Turbo,Otra,3.68,2700.0,2700.0
15/6/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900464394,Pret Sandwich Bistro Cl 109 - Turbo,Calle 109,3.67,2400.0,2400.0
15/6/2026,Bogotá,Alba Vegetarian - Turbo,CO900473540,Alba Vegetarian - Kennedy Calle 26 Sur #72c 258 - Turbo,Kennedy,3.65,2700.0,3000.0
15/6/2026,Bogotá,Brunch & Munch - Turbo,CO900409672,Brunch & Munch Chapinero - Turbo,Chapinero,3.62,2400.0,2400.0
15/6/2026,Medellín,Alba Vegetarian - Turbo,CO900443008,Alba Vegetarian - Laureles - Turbo,Laureles,3.61,2700.0,2700.0
15/6/2026,Cali,Avocalia Turbo,CO900405544,Avocalia Cali - San Fernando - Turbo,San Fernando,3.58,2400.0,2400.0
15/6/2026,Bogotá,Mañanero Diario - Turbo,CO900476020,Mañanero Diario Chico - Turbo,Chicó,3.55,3000.0,3000.0
15/6/2026,Bogotá,Selvatiko. - Turbo,CO900475116,Selvatiko. Chapinero - Turbo,Chapinero,3.53,2400.0,2700.0
15/6/2026,Cali,Dembow - Turbo,CO900473646,Dembow - Santa Mónica - Turbo,Santa Mónica,3.52,2400.0,2400.0
15/6/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900473561,Desayunos de la Abuela Andes - Turbo,Andes,3.51,2400.0,2400.0
15/6/2026,Bogotá,House Of Salads - Turbo,CO900488856,House Of Salads Arrecife - Turbo,Arrecife,3.46,3000.0,3000.0
