Semana,Ciudad,Marca,Store ID,Store Name,Cocina,Avg RTWT (limpio),Current Size (m),Final Size (m)
4/5/2026,Bogotá,Brunch & Munch - Turbo,CO900488275,Brunch & Munch Arrecife - Turbo,Arrecife,0.17,3000.0,3000.0
4/5/2026,Bogotá,Brunch & Munch - Turbo,CO900420519,Brunch And Munch - Kennedy - Turbo,Kennedy,9.15,2400.0,2400.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900465166,Desayuno Mi Tierrita - Colina - Turbo,Colina,9.14,2400.0,2400.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900465151,Foodology Usaquen - Turbo Cl. 120a #3,Usaquén,8.93,1200.0,1500.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446320,Desayunos de la Abuela Chico - Turbo,Chicó,8.91,1200.0,1500.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475286,The Breakfast Club Calle 93 - Turbo,Parque 93 / Castellana,8.73,2400.0,2400.0
4/5/2026,Cali,Desayuno Mi Tierrita - Turbo,CO900465164,Desayuno Mi Tierrita San Fernando Cali - Turbo,San Fernando,8.39,1200.0,1500.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900415611,Cali Vea Kennedy - Turbo,Kennedy,8.34,1200.0,1500.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475281,The Breakfast Club Colina - Turbo,Colina,7.56,1200.0,1500.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900477182,Mr Beast Chico - Turbo,Chicó,7.24,2400.0,2400.0
4/5/2026,Bucaramanga,Dembow - Turbo,CO900473642,Dembow - Cabecera - Turbo,Cabecera (Bga),7.22,2400.0,2400.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900475116,Selvatiko. Chapinero - Turbo,Chapinero,7.19,2400.0,2400.0
4/5/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900440314,Ñamgucheria Chicó - Turbo,Chicó,7.18,1200.0,1500.0
4/5/2026,Bogotá,Dembow - Turbo,CO900476018,Dembow Chico - Turbo,Chicó,7.15,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900475131,Dembow Cl 109 - Turbo,Calle 109,6.96,2400.0,2400.0
4/5/2026,Cali,Cacerola - Turbo,CO900416209,Cacerola Cali - San Fernando - Turbo,San Fernando,6.84,2400.0,2400.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446310,Desayunos de la Abuela Colina - Turbo,Colina,6.81,1200.0,1500.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900476019,Desayuno Mi Tierrita Chico - Turbo,Chicó,6.78,1200.0,1500.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900475371,Mr Beast Cl 109 - Turbo,Calle 109,6.69,1200.0,1500.0
4/5/2026,Cali,Selvatiko. - Turbo,CO900475114,Selvatiko. Santa Monica - Turbo,Santa Mónica,6.58,1200.0,1500.0
4/5/2026,Bogotá,Almuerzos D´la Casa - Turbo,CO900471212,Almuerzos D´la Casa - Colina - Turbo,Colina,6.47,2400.0,2400.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900463745,Honest Food Cl 109 - Turbo,Calle 109,6.43,1200.0,1500.0
4/5/2026,Cali,Desayunos de la Abuela - Turbo,CO900446306,Desayunos de la Abuela San Fernando - Turbo,San Fernando,6.39,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900473654,Dembow - Colina - Turbo,Colina,6.36,2400.0,2400.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900476014,Burritos & Co Chico - Turbo,Chicó,6.21,1200.0,1500.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900464390,Desayuno Mi Tierrita Cl 109 - Turbo,Calle 109,5.84,2400.0,2400.0
4/5/2026,Valledupar,Helados Popsy - Turbo,CO900484508,POPSY VALLEDUPAR 2 (CC ORBE PLAZA) - Turbo,Otra,5.84,2400.0,2400.0
4/5/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900464914,la Cuadra - Cl 109 - Turbo,Calle 109,5.81,1200.0,1500.0
4/5/2026,Bogotá,Brunch & Munch - Turbo,CO900410119,Brunch & Munch Villa del Prado  - Turbo,Villa del Prado,5.73,2400.0,2400.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900463744,Desayunos de la Abuela Cl 109 - Turbo,Calle 109,5.72,1200.0,1500.0
4/5/2026,Bogotá,Mañanero Diario - Turbo,CO900476020,Mañanero Diario Chico - Turbo,Chicó,5.69,2400.0,2400.0
4/5/2026,Bogotá,Helados Popsy - Turbo,CO900403153,Popsy Calle 116 - Turbo,Otra,5.67,2400.0,2400.0
4/5/2026,Bogotá,Helados Popsy - Turbo,CO900403155,Popsy Bogotá 82 Cc Calle 82 Andino - Turbo,Otra,5.63,2400.0,2400.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900473676,Cacerola Chico - Turbo,Chicó,5.63,2400.0,2400.0
4/5/2026,Cali,la Cuadra Desayunos Caseros - Turbo,CO900467501,La Cuadra Desayunos Santa Mónica - Turbo,Santa Mónica,5.59,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900473649,Dembow - Calle 93 - Turbo,Parque 93 / Castellana,5.41,2400.0,2400.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900472137,Honest Food Chapinero - Turbo,Chapinero,5.41,2400.0,2400.0
4/5/2026,Bogotá,Cinnabon - Turbo,CO900476080,Cinnabon Colina - Turbo,Colina,5.38,2400.0,2400.0
4/5/2026,Bucaramanga,Burrito Cantina - Turbo,CO900467384,Burrito Cantina Bucaramanga - Turbo,Cabecera (Bga),5.36,2400.0,2400.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900465162,Desayunos Mi Tierrita - Villa del prado - Turbo,Villa del Prado,5.23,2400.0,2400.0
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900464913,Acpm Corrientazo Cl 109 - Turbo,Calle 109,5.19,1200.0,1500.0
4/5/2026,Bucaramanga,The Breakfast Club - Turbo,CO900475208,The Breakfast Club Cabecera - Turbo,Cabecera (Bga),5.14,2400.0,2400.0
4/5/2026,Bogotá,Helados Popsy - Turbo,CO900403154,Popsy Calle 109 - Turbo,Calle 109,4.98,2400.0,2400.0
4/5/2026,Cali,House Of Salads - Turbo,CO900445681,House Of Salad Santa Monica - Turbo,Santa Mónica,4.93,2400.0,2400.0
4/5/2026,Bucaramanga,Brunch & Munch - Turbo,CO900426741,Brunch & Munch Bucaramanga - Turbo,Cabecera (Bga),4.92,2400.0,2400.0
4/5/2026,Bogotá,Brunch & Munch - Turbo,CO900420483,Brunch & Munch - Chicó - Turbo,Chicó,4.91,1200.0,1800.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900445682,House Of Salad Chico - Turbo,Chicó,4.88,1200.0,1500.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900464153,Bottaniko Cl 109 - Turbo,Calle 109,4.87,2400.0,2400.0
4/5/2026,Bogotá,The Cookie Jaar - Turbo,CO900429948,Cookie Jaar - Popsy Cc Calle 82 Andino - Turbo,Otra,4.87,2400.0,2400.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475213,The Breakfast Club Chico - Turbo,Chicó,4.85,1200.0,1800.0
4/5/2026,Cali,Burrito Cantina - Turbo,CO900467382,Burrito Cantina Santa Mónica (Cali Norte) - Turbo,Santa Mónica,4.83,2400.0,2400.0
4/5/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900464394,Pret Sandwich Bistro Cl 109 - Turbo,Calle 109,4.81,1200.0,1500.0
4/5/2026,Bogotá,The Cookie Jaar - Turbo,CO900429947,Cookie Jaar 116 - Turbo,Otra,4.71,2400.0,2400.0
4/5/2026,Cali,Little Caesars Turbo,CO900377938,Little Caesar's Turbo Av Sexta,Otra,4.65,2400.0,2400.0
4/5/2026,Cali,Mr Beast Burger - Turbo,CO900405272,Mr Beast San Fernando - Turbo,San Fernando,4.63,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900398577,Cali Mio Margaritas - Turbo,Otra,4.62,1200.0,1500.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900433507,Cali Vea Calle 67 - Turbo,Otra,4.61,1200.0,1500.0
4/5/2026,Cali,Desayunos de la Abuela - Turbo,CO900446316,Desayunos de la Abuela Santa Monica - Turbo,Santa Mónica,4.53,2400.0,2400.0
4/5/2026,Cali,Selvatiko. - Turbo,CO900475120,Selvatiko. San Fernando - Turbo,San Fernando,4.47,2400.0,2400.0
4/5/2026,Bogotá,Helados Popsy - Turbo,CO900450310,POPSY BOGOTA 79 (CINEMATECA) - Turbo,Otra,4.45,2400.0,2400.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900472138,Honest Food Calle 93 - Turbo,Parque 93 / Castellana,4.45,1200.0,1500.0
4/5/2026,Cali,Monteverde - Turbo,CO900450778,Monteverde Santa Monica - Turbo,Santa Mónica,4.45,1200.0,1500.0
4/5/2026,Cali,Acpm Corrientazo - Turbo,CO900467509,Acpm Corrientazo Santa Mónica (Cali Norte) - Turbo,Santa Mónica,4.41,2400.0,2400.0
4/5/2026,Bogotá,Monteverde - Turbo,CO900463719,Monteverde Cl 109 - Turbo,Calle 109,4.37,1200.0,1500.0
4/5/2026,Bucaramanga,Cacerola - Turbo,CO900473672,Cacerola - Cabecera - Turbo,Cabecera (Bga),4.36,2400.0,2400.0
4/5/2026,Cali,la Cuadra Desayunos Caseros - Turbo,CO900467495,La Cuadra Desayunos San Fernando - Turbo,San Fernando,4.35,3000.0,3000.0
4/5/2026,Bogotá,Poke Turbo,CO900399568,Poke Las Aguas Turbo,Otra,4.33,2400.0,2400.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900473673,Cacerola - Colina - Turbo,Colina,4.32,2400.0,2400.0
4/5/2026,Bogotá,Helados Popsy - Turbo,CO900464651,Popsy Bogota 32 (cc Galerias) - Turbo,Otra,4.29,2400.0,2400.0
4/5/2026,Bucaramanga,Desayunos de la Abuela - Turbo,CO900446313,Desayunos de la Abuela Cabecera - Turbo,Cabecera (Bga),4.29,2400.0,2400.0
4/5/2026,Bogotá,Little Caesars Turbo,CO900377949,Little Caesars Pizza  Turbo Calle 170,Otra,4.28,2400.0,2400.0
4/5/2026,Cali,Little Caesars Turbo,CO900377942,Little Caesars Turbo - Rooselvet,Otra,4.28,2400.0,2400.0
4/5/2026,Bogotá,Alba Vegetarian - Turbo,CO900475346,Alba Vegetarian Chico - Turbo,Chicó,4.26,2700.0,2700.0
4/5/2026,Bogotá,Cinnabon - Turbo,CO900415448,Cinnabon Chicó - Turbo,Chicó,4.24,2700.0,2700.0
4/5/2026,Bogotá,Poke Turbo,CO900378807,Poke Turbo - Calle 140,Otra,4.19,3000.0,3000.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900472142,Honest Food Colina - Turbo,Colina,4.19,1200.0,1500.0
4/5/2026,Cali,Mañanero Diario - Turbo,CO900443493,Mañanero diario San Fernando - Turbo,San Fernando,4.19,2400.0,2400.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900416198,La Cuadra - Villa del Prado - Turbo,Villa del Prado,4.16,1200.0,1500.0
4/5/2026,Cali,Sanduches el Jefe - Turbo,CO900419504,Sandwich el Jefe Santa Monica - Turbo Poke Cali 2639,Santa Mónica,4.14,1200.0,1500.0
4/5/2026,Bogotá,Avocalia Turbo,CO900420305,Avocalia - Colina - Turbo,Colina,4.13,1200.0,1500.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475287,The Breakfast Club Villa Del Prado - Turbo,Villa del Prado,3.94,2400.0,2400.0
4/5/2026,Cali,Desayuno Mi Tierrita - Turbo,CO900465165,Desayuno Mi Tierrita Santa Monica Cali - Turbo,Santa Mónica,3.93,1200.0,1500.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900465173,Selvatiko. 93 - Turbo,Parque 93 / Castellana,3.92,1200.0,1800.0
4/5/2026,Bogotá,Little Caesars Turbo,CO900072170,Little Caesars Turbo 134,Otra,3.91,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900473656,Dembow - Usaquen - Turbo,Usaquén,3.89,2400.0,2400.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900445676,House Of Salad Colina - Turbo,Colina,3.89,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900473650,Dembow - Andes - Turbo,Andes,3.89,2400.0,2400.0
4/5/2026,Bogotá,Poke Turbo,CO900399569,Poke Parque Central Bavaria Turbo,Otra,3.88,2400.0,2400.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900467426,Señor Burrito Chapinero - Turbo,Chapinero,3.88,2400.0,2400.0
4/5/2026,Bogotá,Avocalia Turbo,CO900464312,Avocalia Cl 109 - Turbo,Calle 109,3.87,2400.0,2400.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475284,The Breakfast Club Chapinero - Turbo,Chapinero,3.84,1200.0,1500.0
4/5/2026,Barranquilla,Helados Popsy - Turbo,CO900403151,Popsy Distrito 90 PH - Turbo,Barranquilla,3.83,2400.0,2400.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900465148,Foodology 93 - Turbo Calle 93 #45a-16,Parque 93 / Castellana,3.78,2400.0,2400.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900443508,Bottaniko - Cll 93 - Turbo,Parque 93 / Castellana,3.78,1000,1000.0
4/5/2026,Cali,Foodology Court - Turbo,CO900465152,Foodology Santa Mónica Clo - Turbo Calle 34 Norte 2bn 33,Santa Mónica,3.78,2400.0,2400.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475207,The Breakfast Club Kennedy - Turbo,Kennedy,3.76,2400.0,2400.0
4/5/2026,Bogotá,Sanduches el Jefe - Turbo,CO900420513,Sandwich el Jefe Kennedy - Turbo,Kennedy,3.75,2700.0,2700.0
4/5/2026,Cali,The Breakfast Club - Turbo,CO900475288,The Breakfast Club San Fernando - Turbo,San Fernando,3.69,1200.0,1500.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900445607,House Of Salad Calle 93 - Turbo,Parque 93 / Castellana,3.67,2400.0,2400.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900471303,Foodology Andes - Turbo,Andes,3.66,2400.0,2400.0
4/5/2026,Cartagena,Mr Beast Burger - Turbo,CO900481990,Mr Beast Cartagena - Turbo,Cartagena,3.62,2400.0,2400.0
4/5/2026,Bogotá,Poke Turbo,CO900405086,Poke 4 - Usaquén - Turbo,Usaquén,3.61,2400.0,2400.0
4/5/2026,Cali,La Cuadra - Turbo,CO900416195,La Cuadra Santa Monica - Cali - Turbo,Santa Mónica,3.56,2400.0,2700.0
4/5/2026,Bogotá,Little Caesars Turbo,CO900377943,Little Caesars Turbo - Javeriana,Otra,3.55,2400.0,2400.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900467422,Señor Burrito Colina - Turbo,Colina,3.55,2400.0,2700.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900415618,Cali Vea Ilarco - Turbo,Otra,3.54,2400.0,2400.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900433330,La Brasa Roja Chapinero Calle 67 - Turbo,Chapinero,3.54,2400.0,2400.0
4/5/2026,Bogotá,Little Caesars Turbo,CO900377944,Little Caesars Turbo Pizza Kennedy,Kennedy,3.54,2400.0,2400.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900473561,Desayunos de la Abuela Andes - Turbo,Andes,3.54,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900419809,Cali Mio Villas - Turbo,Villa del Prado,3.53,2400.0,2400.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900405532,La Brasa Roja Contador - Turbo,Otra,3.52,3000.0,3000.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900384539,Cali Mio Express Turbo - Contador,Otra,3.51,3000.0,3000.0
4/5/2026,Barranquilla,Mañanero Diario - Turbo,CO900443503,Mañanero diario Barranquilla Norte - Turbo CHURNEADO,Barranquilla,3.48,2400.0,2400.0
4/5/2026,Cali,Alba Vegetarian - Turbo,CO900443011,Alba Vegetarian - Santa Monica - Turbo,Santa Mónica,3.47,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900398582,Cali Mio Ilarco - Turbo,Otra,3.44,2400.0,2400.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900465145,Foodology Colina - Turbo Carrera 53 #137a-26,Colina,3.44,2400.0,2400.0
4/5/2026,Bucaramanga,Honest Food Fdl - Turbo,CO900472134,Honest Food Cabecera - Turbo,Cabecera (Bga),3.44,3000.0,3000.0
4/5/2026,Bogotá,Mañanero Diario - Turbo,CO900443500,Mañanero diario Chapinero - Turbo,Chapinero,3.43,2400.0,2400.0
4/5/2026,Bogotá,Poke Turbo,CO900387429,Poke Rosales Turbo,Otra,3.41,2700.0,2700.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900419805,Cali Vea Villas - Turbo,Villa del Prado,3.38,2400.0,2400.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900470918,Desayuno Mi Tierrita Andes - Turbo,Andes,3.38,2400.0,2400.0
4/5/2026,Bogotá,The Cookie Jaar - Turbo,CO900429946,Cookie Jaar - Popsy Calle 109 - Turbo,Calle 109,3.37,2400.0,2700.0
4/5/2026,Bogotá,Little Caesars Turbo,CO900483013,Little Caesars Pizza Andes - Turbo,Andes,3.35,2700.0,2700.0
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900467513,Acpm Corrientazo Colina - Turbo,Colina,3.33,2400.0,2400.0
4/5/2026,Cali,Green House Fd - Turbo,CO900438444,Green House San Fernando - Turbo,San Fernando,3.33,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900473653,Dembow - Kennedy - Turbo,Kennedy,3.31,2400.0,2400.0
4/5/2026,Bucaramanga,Cinnabon - Turbo,CO900426807,Cinnabon Bucaramanga - Turbo,Cabecera (Bga),3.28,3000.0,3000.0
4/5/2026,Cali,The Breakfast Club - Turbo,CO900475210,The Breakfast Club Santa Monica - Turbo,Santa Mónica,3.27,2400.0,2400.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900473674,Cacerola - Kennedy - Turbo,Kennedy,3.26,2400.0,2400.0
4/5/2026,Bucaramanga,Señor Burrito. - Turbo,CO900467424,Señor Burrito Cabecera - Turbo,Cabecera (Bga),3.26,2700.0,2700.0
4/5/2026,Cali,Honest Food Fdl - Turbo,CO900472139,Honest Food San Fernando - Turbo,San Fernando,3.26,2700.0,2700.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900416214,Cacerola Castellana - Turbo,Parque 93 / Castellana,3.25,1200.0,1500.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900405271,Mr Beast Villa Del Prado - Turbo,Villa del Prado,3.24,1200.0,1500.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900406331,La Brasa Roja Ilarco - Turbo,Otra,3.24,2400.0,2400.0
4/5/2026,Bogotá,Monteverde - Turbo,CO900450767,Monteverde Colina - Turbo,Colina,3.22,1200.0,1500.0
4/5/2026,Medellín,Poke Turbo,CO900387428,Poke Poblado Turbo,Otra,3.19,2400.0,2400.0
4/5/2026,Bogotá,Cinnabon - Turbo,CO900463784,Cinnabon Cl 109 - Turbo,Calle 109,3.18,2700.0,2700.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900475462,Honest Food Kennedy - Turbo,Kennedy,3.17,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900398581,Cali Mio Express Turbo Colina,Colina,3.14,2700.0,2700.0
4/5/2026,Cali,Avocalia Turbo,CO900405544,Avocalia Cali - San Fernando - Turbo,San Fernando,3.14,2400.0,2400.0
4/5/2026,Bogotá,Almuerzos D´la Casa - Turbo,CO900471206,Almuerzos D` la Casa - Villa del Prado - Turbo,Villa del Prado,21.26,2400.0,2400.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900415614,Cali Vea Santa Paula - Turbo,Otra,2.95,2700.0,2700.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900464311,Burritos & Co Cl 109 - Turbo,Calle 109,2.94,1200.0,1500.0
4/5/2026,Cali,Local Cocina Consciente - Turbo,CO900477097,Local - Cocina Consciente San Fernando - Turbo,San Fernando,2.94,2400.0,2400.0
4/5/2026,Cali,Alba Vegetarian - Turbo,CO900443016,Alba Vegetarian - San Fernando - Turbo,San Fernando,2.93,2700.0,2400.0
4/5/2026,Bogotá,Sanduches el Jefe - Turbo,CO900419505,Sandwich el Jefe Usaquen - Turbo Calle 120A #3A11 236,Usaquén,2.91,2400.0,2400.0
4/5/2026,Cali,Bottaniko - Turbo,CO900443505,Bottaniko Cali - San Fernando - Turbo,San Fernando,2.89,2700.0,2400.0
4/5/2026,Bogotá,Sanduches el Jefe - Turbo,CO900419501,Sandwich el Jefe Villa Del Prado - Turbo Carrera 55  243,Villa del Prado,2.88,2400.0,2400.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900472133,Honest Food Villa Del Prado - Turbo,Villa del Prado,2.86,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900398576,Cali Mio Express Turbo Galerías,Otra,2.86,2400.0,2400.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900475121,Selvatiko. Andes - Turbo,Andes,2.86,2400.0,2700.0
4/5/2026,Bucaramanga,Green House Fd - Turbo,CO900438445,Green House Bucaramanga - Turbo,Cabecera (Bga),2.86,2700.0,2700.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900428938,Mr Beast Andes - Turbo,Andes,2.85,2400.0,2700.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900420641,Burritos And Co - Colina - Turbo,Colina,2.84,2400.0,2400.0
4/5/2026,Cali,House Of Salads - Turbo,CO900445671,House Of Salad San Fernando - Turbo,San Fernando,2.84,2400.0,2700.0
4/5/2026,Bucaramanga,Mañanero Diario - Turbo,CO900443504,Mañanero diario Bucaramanga - Turbo,Cabecera (Bga),2.83,2400.0,2700.0
4/5/2026,Bogotá,Avocalia Turbo,CO900405546,Avocalia - Villa Del Prado - Turbo,Villa del Prado,2.82,2400.0,2400.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900409679,Mr Beast Usaquén - Turbo,Usaquén,2.79,1200.0,1500.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446276,Desayunos de la Abuela Calle 93 - Turbo,Parque 93 / Castellana,2.78,2400.0,2700.0
4/5/2026,Bogotá,Mañanero Diario - Turbo,CO900443497,Mañanero diario Colina - Turbo,Colina,2.76,2700.0,2700.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900465172,Burrito Cantina Cl 109 - Turbo,Calle 109,2.76,2400.0,2400.0
4/5/2026,Medellín,Poke Turbo,CO900384757,Poke Laureles Turbo,Laureles,2.75,2700.0,2700.0
4/5/2026,Cartagena,Brunch & Munch - Turbo,CO900481032,Brunch & Munch - Cartagena - Turbo,Cartagena,2.74,2400.0,2400.0
4/5/2026,Bogotá,Alba Vegetarian - Turbo,CO900443017,Alba Vegetarian - Calle 93 - Turbo,Parque 93 / Castellana,2.72,2400.0,2700.0
4/5/2026,Cartagena,Pret Sandwich Bistro - Turbo,CO900481996,Pret Sandwich Bistro Cartagena - Turbo,Cartagena,2.69,2400.0,2400.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900467387,Burrito Cantina Castellana - Turbo,Parque 93 / Castellana,2.65,2400.0,2400.0
4/5/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900470306,Pret Sandwich Bistro Chico - Turbo,Chicó,2.63,2700.0,2700.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900405526,La Brasa Roja Galerías - Turbo,Otra,2.62,2400.0,2400.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900405527,La Brasa Roja Colina Campestre - Turbo,Colina,2.62,2700.0,2700.0
4/5/2026,Medellín,Dembow - Turbo,CO900473643,Dembow - Laureles - Turbo,Laureles,2.61,2700.0,2700.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900465163,Desayuno Mi Tierrita Chapinero - Turbo,Chapinero,2.59,1200.0,1500.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900405531,La Brasa Roja Santa Paula - Turbo,Otra,2.58,3000.0,3000.0
4/5/2026,Barranquilla,The Breakfast Club - Turbo,CO900475211,The Breakfast Club Barranquilla - Turbo,Barranquilla,2.57,2400.0,2400.0
4/5/2026,Barranquilla,Brunch & Munch - Turbo,CO900405255,Brunch & Munch Barranquilla - Turbo,Barranquilla,2.57,1200.0,1800.0
4/5/2026,Medellín,Dembow - Turbo,CO900473644,Dembow - Manila - Turbo,Manila,2.57,2700.0,2700.0
4/5/2026,Barranquilla,Burrito Cantina - Turbo,CO900467386,Burrito Cantina Barranquilla Norte - Turbo,Barranquilla,2.56,2400.0,2400.0
4/5/2026,Barranquilla,Desayunos de la Abuela - Turbo,CO900446308,Desayunos de la Abuela Barranquilla - Turbo CHURNEADO,Barranquilla,2.56,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900437041,Cali Mio Calle 67 - Turbo,Otra,2.56,2400.0,2400.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900416199,La Cuadra - Chapinero - Turbo,Chapinero,2.56,2400.0,2400.0
4/5/2026,Cali,Helados San Jerónimo - Turbo,CO900407396,Heladería San Jerónimo Santa Mónica (Cali Norte) - Turbo,Santa Mónica,2.56,2400.0,2400.0
4/5/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900473582,Ñamguchería Kennedy - Turbo,Kennedy,2.55,2400.0,2400.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900475124,Selvatiko. Colina - Turbo,Colina,2.54,2400.0,2700.0
4/5/2026,Cali,Burritos & Co - Turbo,CO900410569,Burritos & CO Cali - San Fernando - Turbo,San Fernando,2.54,2400.0,2400.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446318,Desayunos de la Abuela Villa Del Prado - Turbo,Villa del Prado,2.53,1200.0,1800.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900419498,Frost By Oreo Chico - Turbo,Chicó,2.52,3000.0,3000.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900416212,Cacerola Chapinero - Turbo,Chapinero,2.51,2400.0,2400.0
4/5/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900439226,Ñamguchería Usaquen - Turbo,Usaquén,2.49,2700.0,2700.0
4/5/2026,Cali,Honest Food Fdl - Turbo,CO900472144,Honest Food Santa Monica - Turbo,Santa Mónica,2.49,1200.0,1500.0
4/5/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900442051,Pret Sandwich Bistro Colina - Turbo,Colina,2.48,2400.0,2400.0
4/5/2026,Medellín,Mr Beast Burger - Turbo,CO900405270,Mr Beast Laureles - Turbo,Laureles,2.48,2700.0,2700.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900467418,Señor Burrito 93 - Turbo,Parque 93 / Castellana,2.47,2400.0,2400.0
4/5/2026,Bogotá,Avocalia Turbo,CO900409671,Avocalia Chapinero - Turbo,Chapinero,2.47,2400.0,2400.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900467416,Señor Burrito Usaquen - Turbo,Usaquén,2.46,2400.0,2400.0
